MO,Date,FactoryID,SKUID,Qty
MO278SKU110,2025-10-06,FAC001,SKU110,239
MO278SKU111,2025-10-06,FAC001,SKU111,345
MO278SKU112,2025-10-06,FAC006,SKU112,162
MO278SKU113,2025-10-06,FAC003,SKU113,281
MO278SKU114,2025-10-06,FAC006,SKU114,459
MO278SKU115,2025-10-06,FAC001,SKU115,411
MO278SKU116,2025-10-06,FAC001,SKU116,446
MO278SKU117,2025-10-06,FAC003,SKU117,436
MO278SKU118,2025-10-06,FAC004,SKU118,341
MO278SKU119,2025-10-06,FAC005,SKU119,508
MO278SKU120,2025-10-06,FAC003,SKU120,418
MO278SKU121,2025-10-06,FAC004,SKU121,192
MO278SKU122,2025-10-06,FAC001,SKU122,483
MO278SKU123,2025-10-06,FAC006,SKU123,425
MO278SKU124,2025-10-06,FAC003,SKU124,434
MO278SKU125,2025-10-06,FAC001,SKU125,93
MO278SKU126,2025-10-06,FAC003,SKU126,285
MO278SKU127,2025-10-06,FAC003,SKU127,246
MO278SKU128,2025-10-06,FAC005,SKU128,398
MO278SKU129,2025-10-06,FAC004,SKU129,281
MO279SKU100,2025-10-07,FAC004,SKU100,146
MO279SKU101,2025-10-07,FAC006,SKU101,122
MO279SKU102,2025-10-07,FAC005,SKU102,400
MO279SKU103,2025-10-07,FAC005,SKU103,354
MO279SKU104,2025-10-07,FAC004,SKU104,208
MO279SKU105,2025-10-07,FAC002,SKU105,153
MO279SKU106,2025-10-07,FAC005,SKU106,357
MO279SKU107,2025-10-07,FAC003,SKU107,427
MO279SKU108,2025-10-07,FAC003,SKU108,389
MO279SKU109,2025-10-07,FAC001,SKU109,297
MO279SKU110,2025-10-07,FAC005,SKU110,405
MO279SKU111,2025-10-07,FAC005,SKU111,265
MO279SKU112,2025-10-07,FAC004,SKU112,459
MO279SKU113,2025-10-07,FAC004,SKU113,388
MO279SKU114,2025-10-07,FAC002,SKU114,191
MO279SKU115,2025-10-07,FAC005,SKU115,67
MO279SKU116,2025-10-07,FAC003,SKU116,432
MO279SKU117,2025-10-07,FAC004,SKU117,152
MO279SKU118,2025-10-07,FAC001,SKU118,269
MO279SKU119,2025-10-07,FAC006,SKU119,369
MO279SKU120,2025-10-07,FAC005,SKU120,473
MO279SKU121,2025-10-07,FAC005,SKU121,113
MO279SKU122,2025-10-07,FAC005,SKU122,366
MO279SKU123,2025-10-07,FAC006,SKU123,367
MO279SKU124,2025-10-07,FAC005,SKU124,272
MO279SKU125,2025-10-07,FAC001,SKU125,180
MO279SKU126,2025-10-07,FAC005,SKU126,260
MO279SKU127,2025-10-07,FAC005,SKU127,328
MO279SKU128,2025-10-07,FAC001,SKU128,328
MO279SKU129,2025-10-07,FAC004,SKU129,404
MO280SKU100,2025-10-08,FAC006,SKU100,358
MO280SKU101,2025-10-08,FAC002,SKU101,285
MO280SKU102,2025-10-08,FAC003,SKU102,461
MO280SKU103,2025-10-08,FAC002,SKU103,252
MO280SKU104,2025-10-08,FAC004,SKU104,484
MO280SKU105,2025-10-08,FAC006,SKU105,478
MO280SKU106,2025-10-08,FAC006,SKU106,145
MO280SKU107,2025-10-08,FAC002,SKU107,359
MO280SKU108,2025-10-08,FAC003,SKU108,307
MO280SKU109,2025-10-08,FAC001,SKU109,360
MO280SKU110,2025-10-08,FAC006,SKU110,115
MO280SKU111,2025-10-08,FAC003,SKU111,151
MO280SKU112,2025-10-08,FAC001,SKU112,245
MO280SKU113,2025-10-08,FAC001,SKU113,243
MO280SKU114,2025-10-08,FAC006,SKU114,477
MO280SKU115,2025-10-08,FAC002,SKU115,396
MO280SKU116,2025-10-08,FAC004,SKU116,328
MO280SKU117,2025-10-08,FAC002,SKU117,345
MO280SKU118,2025-10-08,FAC002,SKU118,253
MO280SKU119,2025-10-08,FAC003,SKU119,178
MO280SKU120,2025-10-08,FAC006,SKU120,332
MO280SKU121,2025-10-08,FAC001,SKU121,92
MO280SKU122,2025-10-08,FAC005,SKU122,193
MO280SKU123,2025-10-08,FAC001,SKU123,407
MO280SKU124,2025-10-08,FAC003,SKU124,420
MO280SKU125,2025-10-08,FAC005,SKU125,325
MO280SKU126,2025-10-08,FAC003,SKU126,297
MO280SKU127,2025-10-08,FAC005,SKU127,485
MO280SKU128,2025-10-08,FAC003,SKU128,320
MO280SKU129,2025-10-08,FAC004,SKU129,337
MO281SKU100,2025-10-09,FAC004,SKU100,253
MO281SKU101,2025-10-09,FAC001,SKU101,310
MO281SKU102,2025-10-09,FAC003,SKU102,277
MO281SKU103,2025-10-09,FAC003,SKU103,354
MO281SKU104,2025-10-09,FAC002,SKU104,373
MO281SKU105,2025-10-09,FAC001,SKU105,340
MO281SKU106,2025-10-09,FAC004,SKU106,97
MO281SKU107,2025-10-09,FAC001,SKU107,477
MO281SKU108,2025-10-09,FAC002,SKU108,183
MO281SKU109,2025-10-09,FAC003,SKU109,360
MO281SKU110,2025-10-09,FAC005,SKU110,420
MO281SKU111,2025-10-09,FAC004,SKU111,260
MO281SKU112,2025-10-09,FAC004,SKU112,266
MO281SKU113,2025-10-09,FAC003,SKU113,244
MO281SKU114,2025-10-09,FAC002,SKU114,225
MO281SKU115,2025-10-09,FAC006,SKU115,504
MO281SKU116,2025-10-09,FAC005,SKU116,189
MO281SKU117,2025-10-09,FAC001,SKU117,276
MO281SKU118,2025-10-09,FAC001,SKU118,315
MO281SKU119,2025-10-09,FAC001,SKU119,300
MO281SKU120,2025-10-09,FAC001,SKU120,160
MO281SKU121,2025-10-09,FAC004,SKU121,178
MO281SKU122,2025-10-09,FAC003,SKU122,410
MO281SKU123,2025-10-09,FAC002,SKU123,164
MO281SKU124,2025-10-09,FAC004,SKU124,358
MO281SKU125,2025-10-09,FAC001,SKU125,127
MO281SKU126,2025-10-09,FAC006,SKU126,323
MO281SKU127,2025-10-09,FAC005,SKU127,120
MO281SKU128,2025-10-09,FAC004,SKU128,477
MO281SKU129,2025-10-09,FAC003,SKU129,452
MO282SKU100,2025-10-10,FAC005,SKU100,156
MO282SKU101,2025-10-10,FAC003,SKU101,171
MO282SKU102,2025-10-10,FAC002,SKU102,113
MO282SKU103,2025-10-10,FAC004,SKU103,276
MO282SKU104,2025-10-10,FAC003,SKU104,379
MO282SKU105,2025-10-10,FAC003,SKU105,316
MO282SKU106,2025-10-10,FAC003,SKU106,110
MO282SKU107,2025-10-10,FAC004,SKU107,113
MO282SKU108,2025-10-10,FAC005,SKU108,140
MO282SKU109,2025-10-10,FAC001,SKU109,341
MO282SKU110,2025-10-10,FAC003,SKU110,161
MO282SKU111,2025-10-10,FAC004,SKU111,267
MO282SKU112,2025-10-10,FAC003,SKU112,493
MO282SKU113,2025-10-10,FAC001,SKU113,330
MO282SKU114,2025-10-10,FAC002,SKU114,444
MO282SKU115,2025-10-10,FAC005,SKU115,330
MO282SKU116,2025-10-10,FAC005,SKU116,385
MO282SKU117,2025-10-10,FAC002,SKU117,76
MO282SKU118,2025-10-10,FAC002,SKU118,396
MO282SKU119,2025-10-10,FAC005,SKU119,460
MO282SKU120,2025-10-10,FAC006,SKU120,130
MO282SKU121,2025-10-10,FAC004,SKU121,214
MO282SKU122,2025-10-10,FAC004,SKU122,196
MO282SKU123,2025-10-10,FAC006,SKU123,220
MO282SKU124,2025-10-10,FAC004,SKU124,403
MO282SKU125,2025-10-10,FAC006,SKU125,316
MO282SKU126,2025-10-10,FAC005,SKU126,116
MO282SKU127,2025-10-10,FAC003,SKU127,293
MO282SKU128,2025-10-10,FAC003,SKU128,476
MO282SKU129,2025-10-10,FAC003,SKU129,263
MO283SKU100,2025-10-11,FAC001,SKU100,381
MO283SKU101,2025-10-11,FAC001,SKU101,393
MO283SKU102,2025-10-11,FAC004,SKU102,138
MO283SKU103,2025-10-11,FAC001,SKU103,327
MO283SKU104,2025-10-11,FAC002,SKU104,349
MO283SKU105,2025-10-11,FAC003,SKU105,344
MO283SKU106,2025-10-11,FAC001,SKU106,189
MO283SKU107,2025-10-11,FAC001,SKU107,358
MO283SKU108,2025-10-11,FAC004,SKU108,167
MO283SKU109,2025-10-11,FAC003,SKU109,125
MO283SKU110,2025-10-11,FAC001,SKU110,89
MO283SKU111,2025-10-11,FAC003,SKU111,227
MO283SKU112,2025-10-11,FAC003,SKU112,377
MO283SKU113,2025-10-11,FAC006,SKU113,211
MO283SKU114,2025-10-11,FAC006,SKU114,241
MO283SKU115,2025-10-11,FAC003,SKU115,479
MO283SKU116,2025-10-11,FAC001,SKU116,172
MO283SKU117,2025-10-11,FAC002,SKU117,503
MO283SKU118,2025-10-11,FAC001,SKU118,235
MO283SKU119,2025-10-11,FAC005,SKU119,491
MO283SKU120,2025-10-11,FAC002,SKU120,492
MO283SKU121,2025-10-11,FAC003,SKU121,393
MO283SKU122,2025-10-11,FAC001,SKU122,475
MO283SKU123,2025-10-11,FAC004,SKU123,389
MO283SKU124,2025-10-11,FAC002,SKU124,149
MO283SKU125,2025-10-11,FAC006,SKU125,273
MO283SKU126,2025-10-11,FAC004,SKU126,184
MO283SKU127,2025-10-11,FAC002,SKU127,480
MO283SKU128,2025-10-11,FAC003,SKU128,496
MO283SKU129,2025-10-11,FAC003,SKU129,371
MO284SKU100,2025-10-12,FAC004,SKU100,523
MO284SKU101,2025-10-12,FAC001,SKU101,398
MO284SKU102,2025-10-12,FAC005,SKU102,104
MO284SKU103,2025-10-12,FAC002,SKU103,163
MO284SKU104,2025-10-12,FAC002,SKU104,230
MO284SKU105,2025-10-12,FAC002,SKU105,448
MO284SKU106,2025-10-12,FAC005,SKU106,107
MO284SKU107,2025-10-12,FAC003,SKU107,421
MO284SKU108,2025-10-12,FAC004,SKU108,207
MO284SKU109,2025-10-12,FAC006,SKU109,517
MO284SKU110,2025-10-12,FAC003,SKU110,331
MO284SKU111,2025-10-12,FAC003,SKU111,412
MO284SKU112,2025-10-12,FAC002,SKU112,100
MO284SKU113,2025-10-12,FAC006,SKU113,435
MO284SKU114,2025-10-12,FAC001,SKU114,349
MO284SKU115,2025-10-12,FAC004,SKU115,383
MO284SKU116,2025-10-12,FAC003,SKU116,378
MO284SKU117,2025-10-12,FAC006,SKU117,127
MO284SKU118,2025-10-12,FAC002,SKU118,252
MO284SKU119,2025-10-12,FAC006,SKU119,92
MO284SKU120,2025-10-12,FAC001,SKU120,503
MO284SKU121,2025-10-12,FAC001,SKU121,506
MO284SKU122,2025-10-12,FAC004,SKU122,231
MO284SKU123,2025-10-12,FAC005,SKU123,375
MO284SKU124,2025-10-12,FAC006,SKU124,502
MO284SKU125,2025-10-12,FAC002,SKU125,440
MO284SKU126,2025-10-12,FAC001,SKU126,107
MO284SKU127,2025-10-12,FAC005,SKU127,412
MO284SKU128,2025-10-12,FAC005,SKU128,449
MO284SKU129,2025-10-12,FAC004,SKU129,268
MO285SKU100,2025-10-13,FAC004,SKU100,435
MO285SKU101,2025-10-13,FAC006,SKU101,271
MO285SKU102,2025-10-13,FAC002,SKU102,99
MO285SKU103,2025-10-13,FAC005,SKU103,463
MO285SKU104,2025-10-13,FAC002,SKU104,179
MO285SKU105,2025-10-13,FAC004,SKU105,153
MO285SKU106,2025-10-13,FAC004,SKU106,211
MO285SKU107,2025-10-13,FAC006,SKU107,400
MO285SKU108,2025-10-13,FAC004,SKU108,90
MO285SKU109,2025-10-13,FAC006,SKU109,478
MO285SKU110,2025-10-13,FAC005,SKU110,383
MO285SKU111,2025-10-13,FAC005,SKU111,259
MO285SKU112,2025-10-13,FAC004,SKU112,120
MO285SKU113,2025-10-13,FAC002,SKU113,209
MO285SKU114,2025-10-13,FAC006,SKU114,179
MO285SKU115,2025-10-13,FAC002,SKU115,467
MO285SKU116,2025-10-13,FAC002,SKU116,201
MO285SKU117,2025-10-13,FAC006,SKU117,384
MO285SKU118,2025-10-13,FAC001,SKU118,276
MO285SKU119,2025-10-13,FAC002,SKU119,283
MO285SKU120,2025-10-13,FAC005,SKU120,394
MO285SKU121,2025-10-13,FAC002,SKU121,283
MO285SKU122,2025-10-13,FAC005,SKU122,181
MO285SKU123,2025-10-13,FAC003,SKU123,492
MO285SKU124,2025-10-13,FAC002,SKU124,377
MO285SKU125,2025-10-13,FAC006,SKU125,488
MO285SKU126,2025-10-13,FAC001,SKU126,392
MO285SKU127,2025-10-13,FAC002,SKU127,133
MO285SKU128,2025-10-13,FAC001,SKU128,121
MO285SKU129,2025-10-13,FAC003,SKU129,457
MO286SKU100,2025-10-14,FAC003,SKU100,408
MO286SKU101,2025-10-14,FAC001,SKU101,155
MO286SKU102,2025-10-14,FAC004,SKU102,448
MO286SKU103,2025-10-14,FAC004,SKU103,310
MO286SKU104,2025-10-14,FAC004,SKU104,476
MO286SKU105,2025-10-14,FAC002,SKU105,91
MO286SKU106,2025-10-14,FAC005,SKU106,370
MO286SKU107,2025-10-14,FAC003,SKU107,85
MO286SKU108,2025-10-14,FAC005,SKU108,456
MO286SKU109,2025-10-14,FAC002,SKU109,356
MO286SKU110,2025-10-14,FAC005,SKU110,305
MO286SKU111,2025-10-14,FAC004,SKU111,422
MO286SKU112,2025-10-14,FAC003,SKU112,360
MO286SKU113,2025-10-14,FAC002,SKU113,364
MO286SKU114,2025-10-14,FAC006,SKU114,433
MO286SKU115,2025-10-14,FAC006,SKU115,110
MO286SKU116,2025-10-14,FAC004,SKU116,260
MO286SKU117,2025-10-14,FAC004,SKU117,180
MO286SKU118,2025-10-14,FAC006,SKU118,270
MO286SKU119,2025-10-14,FAC002,SKU119,303
MO286SKU120,2025-10-14,FAC002,SKU120,357
MO286SKU121,2025-10-14,FAC001,SKU121,200
MO286SKU122,2025-10-14,FAC002,SKU122,83
MO286SKU123,2025-10-14,FAC006,SKU123,449
MO286SKU124,2025-10-14,FAC006,SKU124,371
MO286SKU125,2025-10-14,FAC005,SKU125,415
MO286SKU126,2025-10-14,FAC002,SKU126,225
MO286SKU127,2025-10-14,FAC004,SKU127,159
MO286SKU128,2025-10-14,FAC002,SKU128,431
MO286SKU129,2025-10-14,FAC002,SKU129,192
MO287SKU100,2025-10-15,FAC005,SKU100,371
MO287SKU101,2025-10-15,FAC001,SKU101,216
MO287SKU102,2025-10-15,FAC004,SKU102,448
MO287SKU103,2025-10-15,FAC002,SKU103,457
MO287SKU104,2025-10-15,FAC002,SKU104,301
MO287SKU105,2025-10-15,FAC003,SKU105,455
MO287SKU106,2025-10-15,FAC001,SKU106,107
MO287SKU107,2025-10-15,FAC001,SKU107,278
MO287SKU108,2025-10-15,FAC006,SKU108,152
MO287SKU109,2025-10-15,FAC002,SKU109,461
MO287SKU110,2025-10-15,FAC002,SKU110,323
MO287SKU111,2025-10-15,FAC004,SKU111,84
MO287SKU112,2025-10-15,FAC002,SKU112,311
MO287SKU113,2025-10-15,FAC006,SKU113,112
MO287SKU114,2025-10-15,FAC002,SKU114,220
MO287SKU115,2025-10-15,FAC006,SKU115,216
MO287SKU116,2025-10-15,FAC003,SKU116,212
MO287SKU117,2025-10-15,FAC004,SKU117,213
MO287SKU118,2025-10-15,FAC005,SKU118,354
MO287SKU119,2025-10-15,FAC004,SKU119,415
MO287SKU120,2025-10-15,FAC004,SKU120,315
MO287SKU121,2025-10-15,FAC004,SKU121,514
MO287SKU122,2025-10-15,FAC006,SKU122,364
MO287SKU123,2025-10-15,FAC001,SKU123,80
MO287SKU124,2025-10-15,FAC003,SKU124,255
MO287SKU125,2025-10-15,FAC004,SKU125,94
MO287SKU126,2025-10-15,FAC001,SKU126,196
MO287SKU127,2025-10-15,FAC003,SKU127,461
MO287SKU128,2025-10-15,FAC001,SKU128,442
MO287SKU129,2025-10-15,FAC001,SKU129,259
MO288SKU100,2025-10-16,FAC005,SKU100,529
MO288SKU101,2025-10-16,FAC006,SKU101,294
MO288SKU102,2025-10-16,FAC002,SKU102,117
MO288SKU103,2025-10-16,FAC006,SKU103,249
MO288SKU104,2025-10-16,FAC002,SKU104,294
MO288SKU105,2025-10-16,FAC005,SKU105,202
MO288SKU106,2025-10-16,FAC005,SKU106,96
MO288SKU107,2025-10-16,FAC006,SKU107,312
MO288SKU108,2025-10-16,FAC003,SKU108,227
MO288SKU109,2025-10-16,FAC006,SKU109,108
MO288SKU110,2025-10-16,FAC002,SKU110,374
MO288SKU111,2025-10-16,FAC006,SKU111,246
MO288SKU112,2025-10-16,FAC001,SKU112,370
MO288SKU113,2025-10-16,FAC002,SKU113,171
MO288SKU114,2025-10-16,FAC006,SKU114,253
MO288SKU115,2025-10-16,FAC006,SKU115,186
MO288SKU116,2025-10-16,FAC004,SKU116,344
MO288SKU117,2025-10-16,FAC004,SKU117,190
MO288SKU118,2025-10-16,FAC002,SKU118,333
MO288SKU119,2025-10-16,FAC003,SKU119,241
MO288SKU120,2025-10-16,FAC005,SKU120,333
MO288SKU121,2025-10-16,FAC004,SKU121,428
MO288SKU122,2025-10-16,FAC003,SKU122,390
MO288SKU123,2025-10-16,FAC002,SKU123,150
MO288SKU124,2025-10-16,FAC006,SKU124,468
MO288SKU125,2025-10-16,FAC003,SKU125,249
MO288SKU126,2025-10-16,FAC006,SKU126,202
MO288SKU127,2025-10-16,FAC004,SKU127,260
MO288SKU128,2025-10-16,FAC005,SKU128,341
MO288SKU129,2025-10-16,FAC002,SKU129,155
MO289SKU100,2025-10-17,FAC003,SKU100,93
MO289SKU101,2025-10-17,FAC001,SKU101,403
MO289SKU102,2025-10-17,FAC003,SKU102,489
MO289SKU103,2025-10-17,FAC002,SKU103,157
MO289SKU104,2025-10-17,FAC005,SKU104,303
MO289SKU105,2025-10-17,FAC005,SKU105,264
MO289SKU106,2025-10-17,FAC006,SKU106,246
MO289SKU107,2025-10-17,FAC005,SKU107,136
MO289SKU108,2025-10-17,FAC005,SKU108,394
MO289SKU109,2025-10-17,FAC006,SKU109,487
MO289SKU110,2025-10-17,FAC001,SKU110,360
MO289SKU111,2025-10-17,FAC006,SKU111,172
MO289SKU112,2025-10-17,FAC006,SKU112,382
MO289SKU113,2025-10-17,FAC005,SKU113,363
MO289SKU114,2025-10-17,FAC003,SKU114,342
MO289SKU115,2025-10-17,FAC002,SKU115,274
MO289SKU116,2025-10-17,FAC006,SKU116,360
MO289SKU117,2025-10-17,FAC002,SKU117,357
MO289SKU118,2025-10-17,FAC005,SKU118,302
MO289SKU119,2025-10-17,FAC005,SKU119,415
MO289SKU120,2025-10-17,FAC003,SKU120,162
MO289SKU121,2025-10-17,FAC004,SKU121,205
MO289SKU122,2025-10-17,FAC006,SKU122,474
MO289SKU123,2025-10-17,FAC001,SKU123,381
MO289SKU124,2025-10-17,FAC003,SKU124,220
MO289SKU125,2025-10-17,FAC006,SKU125,399
MO289SKU126,2025-10-17,FAC003,SKU126,241
MO289SKU127,2025-10-17,FAC006,SKU127,426
MO289SKU128,2025-10-17,FAC001,SKU128,523
MO289SKU129,2025-10-17,FAC005,SKU129,139
MO290SKU100,2025-10-18,FAC006,SKU100,428
MO290SKU101,2025-10-18,FAC006,SKU101,245
MO290SKU102,2025-10-18,FAC005,SKU102,356
MO290SKU103,2025-10-18,FAC006,SKU103,273
MO290SKU104,2025-10-18,FAC004,SKU104,401
MO290SKU105,2025-10-18,FAC005,SKU105,397
MO290SKU106,2025-10-18,FAC003,SKU106,274
MO290SKU107,2025-10-18,FAC006,SKU107,350
MO290SKU108,2025-10-18,FAC005,SKU108,232
MO290SKU109,2025-10-18,FAC003,SKU109,305
MO290SKU110,2025-10-18,FAC006,SKU110,173
MO290SKU111,2025-10-18,FAC006,SKU111,323
MO290SKU112,2025-10-18,FAC006,SKU112,131
MO290SKU113,2025-10-18,FAC004,SKU113,139
MO290SKU114,2025-10-18,FAC006,SKU114,298
MO290SKU115,2025-10-18,FAC001,SKU115,199
MO290SKU116,2025-10-18,FAC005,SKU116,414
MO290SKU117,2025-10-18,FAC002,SKU117,180
MO290SKU118,2025-10-18,FAC006,SKU118,189
MO290SKU119,2025-10-18,FAC002,SKU119,281
MO290SKU120,2025-10-18,FAC005,SKU120,194
MO290SKU121,2025-10-18,FAC005,SKU121,255
MO290SKU122,2025-10-18,FAC006,SKU122,420
MO290SKU123,2025-10-18,FAC002,SKU123,233
MO290SKU124,2025-10-18,FAC004,SKU124,500
MO290SKU125,2025-10-18,FAC002,SKU125,180
MO290SKU126,2025-10-18,FAC003,SKU126,466
MO290SKU127,2025-10-18,FAC004,SKU127,129
MO290SKU128,2025-10-18,FAC001,SKU128,206
MO290SKU129,2025-10-18,FAC002,SKU129,148
MO291SKU100,2025-10-19,FAC002,SKU100,83
MO291SKU101,2025-10-19,FAC004,SKU101,96
MO291SKU102,2025-10-19,FAC003,SKU102,113
MO291SKU103,2025-10-19,FAC003,SKU103,516
MO291SKU104,2025-10-19,FAC001,SKU104,349
MO291SKU105,2025-10-19,FAC005,SKU105,156
MO291SKU106,2025-10-19,FAC006,SKU106,408
MO291SKU107,2025-10-19,FAC001,SKU107,357
MO291SKU108,2025-10-19,FAC004,SKU108,321
MO291SKU109,2025-10-19,FAC002,SKU109,277
MO291SKU110,2025-10-19,FAC005,SKU110,177
MO291SKU111,2025-10-19,FAC006,SKU111,182
MO291SKU112,2025-10-19,FAC003,SKU112,272
MO291SKU113,2025-10-19,FAC002,SKU113,387
MO291SKU114,2025-10-19,FAC003,SKU114,85
MO291SKU115,2025-10-19,FAC003,SKU115,262
MO291SKU116,2025-10-19,FAC004,SKU116,243
MO291SKU117,2025-10-19,FAC001,SKU117,452
MO291SKU118,2025-10-19,FAC005,SKU118,353
MO291SKU119,2025-10-19,FAC002,SKU119,484
MO291SKU120,2025-10-19,FAC004,SKU120,444
MO291SKU121,2025-10-19,FAC005,SKU121,161
MO291SKU122,2025-10-19,FAC004,SKU122,196
MO291SKU123,2025-10-19,FAC006,SKU123,121
MO291SKU124,2025-10-19,FAC004,SKU124,231
MO291SKU125,2025-10-19,FAC002,SKU125,458
MO291SKU126,2025-10-19,FAC005,SKU126,278
MO291SKU127,2025-10-19,FAC002,SKU127,163
MO291SKU128,2025-10-19,FAC003,SKU128,151
MO291SKU129,2025-10-19,FAC004,SKU129,238
MO292SKU100,2025-10-20,FAC004,SKU100,411
MO292SKU101,2025-10-20,FAC001,SKU101,327
MO292SKU102,2025-10-20,FAC005,SKU102,194
MO292SKU103,2025-10-20,FAC006,SKU103,211
MO292SKU104,2025-10-20,FAC006,SKU104,232
MO292SKU105,2025-10-20,FAC002,SKU105,133
MO292SKU106,2025-10-20,FAC005,SKU106,262
MO292SKU107,2025-10-20,FAC003,SKU107,131
MO292SKU108,2025-10-20,FAC002,SKU108,83
MO292SKU109,2025-10-20,FAC001,SKU109,330
MO292SKU110,2025-10-20,FAC002,SKU110,378
MO292SKU111,2025-10-20,FAC004,SKU111,226
MO292SKU112,2025-10-20,FAC001,SKU112,223
MO292SKU113,2025-10-20,FAC003,SKU113,237
MO292SKU114,2025-10-20,FAC004,SKU114,486
MO292SKU115,2025-10-20,FAC002,SKU115,148
MO292SKU116,2025-10-20,FAC002,SKU116,308
MO292SKU117,2025-10-20,FAC006,SKU117,445
MO292SKU118,2025-10-20,FAC001,SKU118,450
MO292SKU119,2025-10-20,FAC005,SKU119,278
MO292SKU120,2025-10-20,FAC006,SKU120,235
MO292SKU121,2025-10-20,FAC003,SKU121,255
MO292SKU122,2025-10-20,FAC004,SKU122,465
MO292SKU123,2025-10-20,FAC004,SKU123,118
MO292SKU124,2025-10-20,FAC006,SKU124,441
MO292SKU125,2025-10-20,FAC006,SKU125,235
MO292SKU126,2025-10-20,FAC003,SKU126,202
MO292SKU127,2025-10-20,FAC004,SKU127,280
MO292SKU128,2025-10-20,FAC004,SKU128,329
MO292SKU129,2025-10-20,FAC003,SKU129,340
MO293SKU100,2025-10-21,FAC002,SKU100,163
MO293SKU101,2025-10-21,FAC005,SKU101,335
MO293SKU102,2025-10-21,FAC002,SKU102,379
MO293SKU103,2025-10-21,FAC001,SKU103,310
MO293SKU104,2025-10-21,FAC003,SKU104,396
MO293SKU105,2025-10-21,FAC003,SKU105,296
MO293SKU106,2025-10-21,FAC005,SKU106,372
MO293SKU107,2025-10-21,FAC004,SKU107,323
MO293SKU108,2025-10-21,FAC005,SKU108,427
MO293SKU109,2025-10-21,FAC006,SKU109,519
MO293SKU110,2025-10-21,FAC003,SKU110,418
MO293SKU111,2025-10-21,FAC006,SKU111,359
MO293SKU112,2025-10-21,FAC005,SKU112,145
MO293SKU113,2025-10-21,FAC003,SKU113,131
MO293SKU114,2025-10-21,FAC002,SKU114,368
MO293SKU115,2025-10-21,FAC001,SKU115,457
MO293SKU116,2025-10-21,FAC001,SKU116,300
MO293SKU117,2025-10-21,FAC005,SKU117,404
MO293SKU118,2025-10-21,FAC001,SKU118,441
MO293SKU119,2025-10-21,FAC006,SKU119,292
MO293SKU120,2025-10-21,FAC005,SKU120,350
MO293SKU121,2025-10-21,FAC004,SKU121,485
MO293SKU122,2025-10-21,FAC001,SKU122,142
MO293SKU123,2025-10-21,FAC006,SKU123,359
MO293SKU124,2025-10-21,FAC003,SKU124,91
MO293SKU125,2025-10-21,FAC004,SKU125,240
MO293SKU126,2025-10-21,FAC004,SKU126,394
MO293SKU127,2025-10-21,FAC002,SKU127,295
MO293SKU128,2025-10-21,FAC006,SKU128,213
MO293SKU129,2025-10-21,FAC001,SKU129,229
MO294SKU100,2025-10-22,FAC006,SKU100,397
MO294SKU101,2025-10-22,FAC006,SKU101,419
MO294SKU102,2025-10-22,FAC001,SKU102,192
MO294SKU103,2025-10-22,FAC004,SKU103,171
MO294SKU104,2025-10-22,FAC004,SKU104,396
MO294SKU105,2025-10-22,FAC006,SKU105,432
MO294SKU106,2025-10-22,FAC003,SKU106,439
MO294SKU107,2025-10-22,FAC004,SKU107,197
MO294SKU108,2025-10-22,FAC004,SKU108,411
MO294SKU109,2025-10-22,FAC002,SKU109,240
MO294SKU110,2025-10-22,FAC006,SKU110,180
MO294SKU111,2025-10-22,FAC003,SKU111,417
MO294SKU112,2025-10-22,FAC003,SKU112,397
MO294SKU113,2025-10-22,FAC003,SKU113,316
MO294SKU114,2025-10-22,FAC003,SKU114,430
MO294SKU115,2025-10-22,FAC003,SKU115,471
MO294SKU116,2025-10-22,FAC005,SKU116,205
MO294SKU117,2025-10-22,FAC004,SKU117,227
MO294SKU118,2025-10-22,FAC005,SKU118,493
MO294SKU119,2025-10-22,FAC004,SKU119,485
MO294SKU120,2025-10-22,FAC006,SKU120,390
MO294SKU121,2025-10-22,FAC001,SKU121,305
MO294SKU122,2025-10-22,FAC004,SKU122,380
MO294SKU123,2025-10-22,FAC004,SKU123,124
MO294SKU124,2025-10-22,FAC003,SKU124,399
MO294SKU125,2025-10-22,FAC004,SKU125,245
MO294SKU126,2025-10-22,FAC003,SKU126,357
MO294SKU127,2025-10-22,FAC001,SKU127,386
MO294SKU128,2025-10-22,FAC005,SKU128,504
MO294SKU129,2025-10-22,FAC001,SKU129,190
MO295SKU100,2025-10-23,FAC001,SKU100,291
MO295SKU101,2025-10-23,FAC001,SKU101,177
MO295SKU102,2025-10-23,FAC006,SKU102,473
MO295SKU103,2025-10-23,FAC003,SKU103,122
MO295SKU104,2025-10-23,FAC005,SKU104,445
MO295SKU105,2025-10-23,FAC006,SKU105,363
MO295SKU106,2025-10-23,FAC002,SKU106,369
MO295SKU107,2025-10-23,FAC005,SKU107,210
MO295SKU108,2025-10-23,FAC002,SKU108,123
MO295SKU109,2025-10-23,FAC006,SKU109,523
MO295SKU110,2025-10-23,FAC006,SKU110,220
MO295SKU111,2025-10-23,FAC001,SKU111,388
MO295SKU112,2025-10-23,FAC004,SKU112,155
MO295SKU113,2025-10-23,FAC004,SKU113,181
MO295SKU114,2025-10-23,FAC003,SKU114,146
MO295SKU115,2025-10-23,FAC005,SKU115,372
MO295SKU116,2025-10-23,FAC005,SKU116,362
