ShipmentID,Origin,Destination,Mode,LeadTimeDays,Status,ShipDate,SKUID,Qty,ArrivalDate
SHP005524,Noida,Johannesburg,Road,13,Delivered,2025-01-30,SKU110,160,2025-02-12
SHP005525,Zhengzhou,Mumbai,Road,2,Delivered,2025-04-08,SKU127,156,2025-04-10
SHP005526,Noida,Johannesburg,Air,3,In Transit,2025-05-06,SKU103,144,2025-05-09
SHP005527,Noida,Johannesburg,Air,18,Delayed,2025-12-23,SKU121,170,2026-01-10
SHP005528,Shenzhen,Johannesburg,Air,14,Delivered,2025-12-23,SKU119,142,2026-01-06
SHP005529,Bangkok,Singapore,Sea,8,In Transit,2025-06-09,SKU113,129,2025-06-17
SHP005530,Noida,Rotterdam,Sea,8,In Transit,2025-03-20,SKU122,109,2025-03-28
SHP005531,Shenzhen,Singapore,Sea,14,In Transit,2025-12-31,SKU111,207,2026-01-14
SHP005532,Shenzhen,Johannesburg,Sea,22,Delayed,2025-04-06,SKU102,116,2025-04-28
SHP005533,Shenzhen,Sao Paulo,Road,19,Delayed,2025-09-23,SKU108,141,2025-10-12
SHP005534,Shenzhen,Johannesburg,Sea,24,Delayed,2025-10-18,SKU116,171,2025-11-11
SHP005535,Shenzhen,Sydney,Air,21,In Transit,2025-02-24,SKU108,123,2025-03-17
SHP005536,Shenzhen,Chicago,Air,11,In Transit,2025-06-02,SKU106,163,2025-06-13
SHP005537,Noida,Sao Paulo,Sea,14,Delayed,2025-03-08,SKU127,231,2025-03-22
SHP005538,Bangkok,Dubai,Sea,20,In Transit,2025-01-11,SKU101,160,2025-01-31
SHP005539,Ho Chi Minh City,Mumbai,Sea,13,In Transit,2025-10-11,SKU116,98,2025-10-24
SHP005540,Ho Chi Minh City,Johannesburg,Road,21,Delivered,2025-02-23,SKU129,166,2025-03-16
SHP005541,Noida,Mumbai,Air,4,Delayed,2025-01-23,SKU101,138,2025-01-27
SHP005542,Shenzhen,Dubai,Air,10,Delayed,2025-08-07,SKU115,114,2025-08-17
SHP005543,Bangkok,Johannesburg,Sea,20,Delayed,2025-05-18,SKU104,97,2025-06-07
SHP005544,Bangkok,Sao Paulo,Sea,6,In Transit,2025-03-19,SKU113,99,2025-03-25
SHP005545,Zhengzhou,Johannesburg,Road,4,Delivered,2025-06-19,SKU110,166,2025-06-23
SHP005546,Ho Chi Minh City,Dubai,Road,5,Delivered,2025-03-08,SKU126,165,2025-03-13
SHP005547,Ho Chi Minh City,Dubai,Road,10,Delivered,2025-04-12,SKU128,166,2025-04-22
SHP005548,Chennai,Chicago,Sea,24,Delivered,2025-08-16,SKU122,207,2025-09-09
SHP005549,Noida,Johannesburg,Road,25,Delayed,2025-07-08,SKU104,231,2025-08-02
SHP005550,Noida,Johannesburg,Road,25,Delayed,2025-03-15,SKU118,144,2025-04-09
SHP005551,Bangkok,Mumbai,Air,22,Delayed,2025-03-18,SKU106,129,2025-04-09
SHP005552,Ho Chi Minh City,Mumbai,Sea,2,In Transit,2025-04-30,SKU111,189,2025-05-02
SHP005553,Ho Chi Minh City,Chicago,Air,21,Delivered,2025-07-10,SKU123,103,2025-07-31
SHP005554,Shenzhen,Chicago,Sea,16,Delayed,2025-06-22,SKU104,161,2025-07-08
SHP005555,Shenzhen,Johannesburg,Road,9,Delayed,2025-04-06,SKU123,188,2025-04-15
SHP005556,Bangkok,Rotterdam,Road,11,Delivered,2025-09-11,SKU101,102,2025-09-22
SHP005557,Zhengzhou,Sao Paulo,Road,24,In Transit,2025-02-25,SKU120,218,2025-03-21
SHP005558,Noida,Chicago,Sea,14,In Transit,2025-01-05,SKU118,205,2025-01-19
SHP005559,Bangkok,Dubai,Sea,6,Delayed,2025-09-15,SKU125,169,2025-09-21
SHP005560,Zhengzhou,Singapore,Road,8,In Transit,2025-08-09,SKU118,174,2025-08-17
SHP005561,Shenzhen,Rotterdam,Road,2,In Transit,2025-05-03,SKU114,99,2025-05-05
SHP005562,Chennai,Johannesburg,Air,10,Delayed,2025-12-07,SKU108,157,2025-12-17
SHP005563,Zhengzhou,Johannesburg,Air,6,In Transit,2025-11-21,SKU115,186,2025-11-27
SHP005564,Chennai,Dubai,Road,10,Delivered,2025-07-17,SKU117,149,2025-07-27
SHP005565,Shenzhen,Rotterdam,Air,15,Delivered,2025-01-12,SKU117,211,2025-01-27
SHP005566,Ho Chi Minh City,Chicago,Sea,12,Delivered,2025-10-31,SKU118,169,2025-11-12
SHP005567,Chennai,Singapore,Road,24,Delayed,2025-03-06,SKU102,109,2025-03-30
SHP005568,Zhengzhou,Sydney,Road,25,Delivered,2025-05-26,SKU126,178,2025-06-20
SHP005569,Noida,Chicago,Sea,24,Delayed,2025-03-23,SKU101,132,2025-04-16
SHP005570,Zhengzhou,Chicago,Air,21,Delivered,2025-09-17,SKU100,223,2025-10-08
SHP005571,Noida,Rotterdam,Road,14,Delayed,2025-01-25,SKU112,195,2025-02-08
SHP005572,Noida,Dubai,Sea,15,Delivered,2025-09-21,SKU117,151,2025-10-06
SHP005573,Shenzhen,Chicago,Road,9,Delayed,2025-01-04,SKU104,115,2025-01-13
SHP005574,Zhengzhou,Dubai,Sea,20,Delayed,2025-05-09,SKU108,118,2025-05-29
SHP005575,Bangkok,Mumbai,Sea,22,Delayed,2025-11-16,SKU129,129,2025-12-08
SHP005576,Zhengzhou,Singapore,Road,9,In Transit,2025-02-19,SKU116,226,2025-02-28
SHP005577,Zhengzhou,Sydney,Road,6,Delayed,2025-12-06,SKU104,148,2025-12-12
SHP005578,Ho Chi Minh City,Mumbai,Air,10,Delivered,2025-02-16,SKU102,180,2025-02-26
SHP005579,Shenzhen,Mumbai,Sea,8,In Transit,2025-12-28,SKU109,128,2026-01-05
SHP005580,Ho Chi Minh City,Johannesburg,Air,25,In Transit,2025-08-10,SKU124,141,2025-09-04
SHP005581,Chennai,Mumbai,Air,16,Delivered,2025-01-11,SKU112,89,2025-01-27
SHP005582,Chennai,Mumbai,Air,12,Delivered,2025-04-18,SKU122,192,2025-04-30
SHP005583,Noida,Johannesburg,Air,23,In Transit,2025-01-02,SKU122,159,2025-01-25
SHP005584,Bangkok,Rotterdam,Road,9,In Transit,2025-10-18,SKU123,168,2025-10-27
SHP005585,Shenzhen,Johannesburg,Sea,8,Delayed,2025-12-12,SKU111,199,2025-12-20
SHP005586,Bangkok,Sydney,Road,15,In Transit,2025-09-20,SKU125,113,2025-10-05
SHP005587,Chennai,Johannesburg,Road,13,Delayed,2025-01-26,SKU121,109,2025-02-08
SHP005588,Chennai,Singapore,Air,18,In Transit,2025-05-31,SKU129,180,2025-06-18
SHP005589,Chennai,Johannesburg,Road,7,In Transit,2025-08-09,SKU108,202,2025-08-16
SHP005590,Noida,Sao Paulo,Sea,4,Delayed,2025-10-05,SKU109,164,2025-10-09
SHP005591,Shenzhen,Mumbai,Road,21,Delivered,2025-03-08,SKU124,154,2025-03-29
SHP005592,Ho Chi Minh City,Singapore,Road,22,Delivered,2025-01-21,SKU120,169,2025-02-12
SHP005593,Bangkok,Johannesburg,Air,5,Delayed,2025-03-26,SKU106,134,2025-03-31
SHP005594,Chennai,Johannesburg,Sea,22,Delayed,2025-12-07,SKU115,128,2025-12-29
SHP005595,Bangkok,Sydney,Sea,10,In Transit,2025-05-26,SKU128,182,2025-06-05
SHP005596,Noida,Rotterdam,Sea,16,Delivered,2025-11-24,SKU114,180,2025-12-10
SHP005597,Noida,Rotterdam,Air,10,Delayed,2025-12-09,SKU124,173,2025-12-19
SHP005598,Ho Chi Minh City,Chicago,Road,17,Delayed,2025-06-07,SKU105,121,2025-06-24
SHP005599,Chennai,Mumbai,Road,22,Delivered,2025-08-25,SKU110,176,2025-09-16
SHP005600,Chennai,Rotterdam,Sea,11,Delayed,2025-08-25,SKU113,108,2025-09-05
SHP005601,Noida,Dubai,Air,20,In Transit,2025-08-12,SKU128,103,2025-09-01
SHP005602,Zhengzhou,Rotterdam,Road,21,In Transit,2025-11-22,SKU127,221,2025-12-13
SHP005603,Bangkok,Dubai,Sea,20,Delayed,2025-11-19,SKU105,222,2025-12-09
SHP005604,Noida,Rotterdam,Road,6,Delayed,2025-03-13,SKU107,141,2025-03-19
SHP005605,Chennai,Dubai,Road,14,Delivered,2025-08-07,SKU126,178,2025-08-21
SHP005606,Noida,Sydney,Air,16,Delayed,2025-03-09,SKU108,174,2025-03-25
SHP005607,Bangkok,Sydney,Air,12,Delivered,2025-02-11,SKU128,103,2025-02-23
SHP005608,Chennai,Singapore,Air,2,Delayed,2025-05-31,SKU121,119,2025-06-02
SHP005609,Bangkok,Sao Paulo,Road,7,Delayed,2025-05-05,SKU129,180,2025-05-12
SHP005610,Bangkok,Mumbai,Sea,2,In Transit,2025-06-16,SKU121,183,2025-06-18
SHP005611,Ho Chi Minh City,Sydney,Air,2,Delivered,2025-12-14,SKU102,143,2025-12-16
SHP005612,Noida,Sao Paulo,Sea,7,Delivered,2025-11-16,SKU128,97,2025-11-23
SHP005613,Zhengzhou,Dubai,Sea,15,Delayed,2025-01-20,SKU119,167,2025-02-04
SHP005614,Ho Chi Minh City,Johannesburg,Road,14,In Transit,2025-06-08,SKU125,219,2025-06-22
SHP005615,Ho Chi Minh City,Sao Paulo,Sea,19,Delivered,2025-08-23,SKU102,147,2025-09-11
SHP005616,Noida,Mumbai,Road,14,Delayed,2025-04-04,SKU112,137,2025-04-18
SHP005617,Bangkok,Sydney,Road,7,Delayed,2025-08-29,SKU129,144,2025-09-05
SHP005618,Shenzhen,Mumbai,Sea,7,Delivered,2025-05-25,SKU123,166,2025-06-01
SHP005619,Ho Chi Minh City,Sydney,Sea,3,Delayed,2025-05-30,SKU102,147,2025-06-02
SHP005620,Noida,Mumbai,Road,24,In Transit,2025-01-19,SKU121,128,2025-02-12
SHP005621,Bangkok,Chicago,Sea,6,Delayed,2025-10-07,SKU117,168,2025-10-13
SHP005622,Chennai,Singapore,Sea,15,In Transit,2025-05-03,SKU126,196,2025-05-18
SHP005623,Zhengzhou,Mumbai,Road,22,Delayed,2025-06-23,SKU114,154,2025-07-15
SHP005624,Bangkok,Rotterdam,Road,4,Delayed,2025-07-07,SKU107,107,2025-07-11
SHP005625,Zhengzhou,Singapore,Road,25,Delayed,2025-10-10,SKU124,195,2025-11-04
SHP005626,Chennai,Chicago,Sea,4,Delayed,2025-05-24,SKU106,136,2025-05-28
SHP005627,Ho Chi Minh City,Rotterdam,Sea,20,Delayed,2025-09-14,SKU112,176,2025-10-04
SHP005628,Bangkok,Rotterdam,Sea,5,In Transit,2025-10-29,SKU113,100,2025-11-03
SHP005629,Bangkok,Sao Paulo,Road,7,Delayed,2025-01-19,SKU118,172,2025-01-26
SHP005630,Bangkok,Sao Paulo,Air,20,Delivered,2025-03-09,SKU102,129,2025-03-29
SHP005631,Ho Chi Minh City,Dubai,Sea,17,Delayed,2025-06-14,SKU104,216,2025-07-01
SHP005632,Ho Chi Minh City,Johannesburg,Air,17,Delayed,2025-03-18,SKU127,237,2025-04-04
SHP005633,Ho Chi Minh City,Rotterdam,Sea,13,Delivered,2025-03-26,SKU113,171,2025-04-08
SHP005634,Zhengzhou,Dubai,Air,5,Delivered,2025-01-26,SKU113,155,2025-01-31
SHP005635,Noida,Dubai,Air,2,Delayed,2025-05-08,SKU118,134,2025-05-10
SHP005636,Shenzhen,Sao Paulo,Air,4,Delivered,2025-03-06,SKU106,119,2025-03-10
SHP005637,Shenzhen,Dubai,Air,13,Delayed,2025-03-23,SKU118,217,2025-04-05
SHP005638,Chennai,Johannesburg,Sea,4,Delivered,2025-07-08,SKU126,160,2025-07-12
SHP005639,Noida,Chicago,Air,23,Delivered,2025-12-09,SKU109,148,2026-01-01
SHP005640,Shenzhen,Sydney,Air,19,Delayed,2025-04-15,SKU107,171,2025-05-04
SHP005641,Shenzhen,Chicago,Road,14,In Transit,2025-06-30,SKU129,108,2025-07-14
SHP005642,Chennai,Chicago,Air,6,Delayed,2025-09-12,SKU101,176,2025-09-18
SHP005643,Chennai,Rotterdam,Air,13,Delivered,2025-03-09,SKU126,121,2025-03-22
SHP005644,Ho Chi Minh City,Sao Paulo,Air,6,In Transit,2025-02-15,SKU116,95,2025-02-21
SHP005645,Bangkok,Sao Paulo,Sea,4,Delayed,2025-08-06,SKU118,213,2025-08-10
SHP005646,Zhengzhou,Johannesburg,Air,18,Delivered,2025-06-09,SKU116,113,2025-06-27
SHP005647,Chennai,Dubai,Sea,20,In Transit,2025-04-14,SKU110,186,2025-05-04
SHP005648,Shenzhen,Sao Paulo,Road,15,Delayed,2025-12-06,SKU128,146,2025-12-21
SHP005649,Shenzhen,Rotterdam,Road,13,In Transit,2025-04-15,SKU116,224,2025-04-28
SHP005650,Ho Chi Minh City,Singapore,Air,20,Delayed,2025-02-16,SKU127,225,2025-03-08
SHP005651,Shenzhen,Sao Paulo,Air,22,In Transit,2025-08-14,SKU120,170,2025-09-05
SHP005652,Bangkok,Rotterdam,Sea,3,Delayed,2025-04-12,SKU129,127,2025-04-15
SHP005653,Zhengzhou,Mumbai,Road,5,Delayed,2025-01-10,SKU100,162,2025-01-15
SHP005654,Bangkok,Johannesburg,Sea,15,Delivered,2025-02-11,SKU105,116,2025-02-26
SHP005655,Ho Chi Minh City,Johannesburg,Sea,9,Delayed,2025-08-01,SKU115,183,2025-08-10
SHP005656,Zhengzhou,Johannesburg,Sea,20,Delayed,2025-03-23,SKU110,157,2025-04-12
SHP005657,Zhengzhou,Mumbai,Air,22,Delayed,2025-09-13,SKU103,124,2025-10-05
SHP005658,Chennai,Singapore,Road,18,Delayed,2025-12-02,SKU109,140,2025-12-20
SHP005659,Chennai,Singapore,Sea,22,Delivered,2025-06-08,SKU115,189,2025-06-30
SHP005660,Shenzhen,Johannesburg,Sea,8,Delivered,2025-01-28,SKU123,114,2025-02-05
SHP005661,Chennai,Sao Paulo,Air,19,In Transit,2025-11-05,SKU128,117,2025-11-24
SHP005662,Noida,Dubai,Sea,4,Delayed,2025-03-23,SKU119,177,2025-03-27
SHP005663,Bangkok,Sydney,Sea,6,In Transit,2025-10-15,SKU123,189,2025-10-21
SHP005664,Ho Chi Minh City,Dubai,Air,20,Delayed,2025-02-28,SKU110,149,2025-03-20
SHP005665,Bangkok,Mumbai,Sea,23,Delivered,2025-06-16,SKU127,132,2025-07-09
SHP005666,Shenzhen,Singapore,Air,20,In Transit,2025-01-16,SKU121,140,2025-02-05
SHP005667,Zhengzhou,Sao Paulo,Air,16,Delayed,2025-04-15,SKU120,241,2025-05-01
SHP005668,Shenzhen,Singapore,Sea,18,In Transit,2025-10-04,SKU120,128,2025-10-22
SHP005669,Ho Chi Minh City,Mumbai,Sea,4,Delayed,2025-02-23,SKU123,213,2025-02-27
SHP005670,Shenzhen,Dubai,Air,16,In Transit,2025-11-29,SKU128,165,2025-12-15
SHP005671,Bangkok,Sydney,Road,25,Delivered,2025-04-19,SKU128,164,2025-05-14
SHP005672,Bangkok,Rotterdam,Air,7,In Transit,2025-02-05,SKU128,186,2025-02-12
SHP005673,Bangkok,Johannesburg,Air,13,In Transit,2025-08-20,SKU115,192,2025-09-02
SHP005674,Noida,Mumbai,Sea,10,Delayed,2025-09-11,SKU119,220,2025-09-21
SHP005675,Shenzhen,Johannesburg,Sea,19,Delayed,2025-10-25,SKU117,208,2025-11-13
SHP005676,Noida,Johannesburg,Air,4,In Transit,2025-08-09,SKU117,159,2025-08-13
SHP005677,Chennai,Dubai,Air,3,In Transit,2025-12-28,SKU101,188,2025-12-31
SHP005678,Shenzhen,Singapore,Road,11,Delivered,2025-02-23,SKU119,170,2025-03-06
SHP005679,Zhengzhou,Johannesburg,Air,14,Delivered,2025-05-20,SKU114,121,2025-06-03
SHP005680,Bangkok,Johannesburg,Road,16,Delivered,2025-08-17,SKU129,169,2025-09-02
SHP005681,Bangkok,Rotterdam,Road,5,Delayed,2025-12-19,SKU122,198,2025-12-24
SHP005682,Ho Chi Minh City,Johannesburg,Sea,21,Delivered,2025-12-08,SKU112,150,2025-12-29
SHP005683,Noida,Chicago,Sea,16,Delayed,2025-12-09,SKU103,235,2025-12-25
SHP005684,Shenzhen,Dubai,Road,17,In Transit,2025-10-15,SKU125,154,2025-11-01
SHP005685,Noida,Sao Paulo,Air,15,In Transit,2025-04-07,SKU129,174,2025-04-22
SHP005686,Noida,Johannesburg,Sea,14,Delayed,2025-02-21,SKU112,228,2025-03-07
SHP005687,Noida,Dubai,Sea,17,Delivered,2025-06-24,SKU119,210,2025-07-11
SHP005688,Bangkok,Johannesburg,Air,19,Delivered,2025-06-13,SKU104,182,2025-07-02
SHP005689,Shenzhen,Dubai,Sea,19,In Transit,2025-04-24,SKU120,214,2025-05-13
SHP005690,Zhengzhou,Johannesburg,Sea,19,Delayed,2025-07-21,SKU108,149,2025-08-09
SHP005691,Ho Chi Minh City,Sydney,Sea,20,Delayed,2025-01-12,SKU109,99,2025-02-01
SHP005692,Shenzhen,Singapore,Air,7,Delayed,2025-02-07,SKU121,165,2025-02-14
SHP005693,Bangkok,Chicago,Sea,24,Delayed,2025-03-14,SKU114,226,2025-04-07
SHP005694,Chennai,Sydney,Road,24,In Transit,2025-10-27,SKU110,109,2025-11-20
SHP005695,Ho Chi Minh City,Dubai,Road,18,Delayed,2025-07-11,SKU121,211,2025-07-29
SHP005696,Shenzhen,Chicago,Sea,9,Delayed,2025-08-18,SKU107,165,2025-08-27
SHP005697,Zhengzhou,Dubai,Air,17,In Transit,2025-12-10,SKU113,122,2025-12-27
SHP005698,Chennai,Chicago,Air,5,Delayed,2025-03-31,SKU125,147,2025-04-05
SHP005699,Chennai,Chicago,Sea,12,Delayed,2025-12-23,SKU112,119,2026-01-04
SHP005700,Chennai,Chicago,Sea,20,Delivered,2025-09-13,SKU106,193,2025-10-03
SHP005701,Ho Chi Minh City,Johannesburg,Road,20,In Transit,2025-01-06,SKU123,174,2025-01-26
SHP005702,Ho Chi Minh City,Sydney,Air,24,Delivered,2025-11-05,SKU123,146,2025-11-29
SHP005703,Zhengzhou,Chicago,Sea,16,Delivered,2025-01-24,SKU105,163,2025-02-09
SHP005704,Zhengzhou,Sao Paulo,Air,24,Delivered,2025-02-15,SKU127,159,2025-03-11
SHP005705,Chennai,Sao Paulo,Air,3,Delivered,2025-12-19,SKU113,132,2025-12-22
SHP005706,Ho Chi Minh City,Rotterdam,Air,22,Delivered,2025-05-24,SKU129,137,2025-06-15
SHP005707,Shenzhen,Singapore,Sea,24,Delivered,2025-06-15,SKU110,131,2025-07-09
SHP005708,Bangkok,Johannesburg,Air,5,Delivered,2025-05-16,SKU121,144,2025-05-21
SHP005709,Zhengzhou,Chicago,Road,20,Delayed,2025-08-05,SKU101,164,2025-08-25
SHP005710,Bangkok,Singapore,Air,17,Delivered,2025-12-19,SKU107,98,2026-01-05
SHP005711,Chennai,Dubai,Air,4,In Transit,2025-08-08,SKU111,187,2025-08-12
SHP005712,Shenzhen,Dubai,Road,24,Delayed,2025-07-01,SKU104,167,2025-07-25
SHP005713,Zhengzhou,Rotterdam,Sea,2,In Transit,2025-02-24,SKU125,141,2025-02-26
SHP005714,Noida,Dubai,Road,20,Delayed,2025-12-04,SKU126,180,2025-12-24
SHP005715,Noida,Mumbai,Air,18,Delayed,2025-07-01,SKU112,152,2025-07-19
SHP005716,Chennai,Sao Paulo,Sea,17,Delayed,2025-01-09,SKU127,196,2025-01-26
SHP005717,Bangkok,Mumbai,Air,8,Delayed,2025-03-11,SKU119,127,2025-03-19
SHP005718,Noida,Mumbai,Road,19,Delivered,2025-12-19,SKU123,134,2026-01-07
SHP005719,Chennai,Chicago,Air,8,Delayed,2025-01-12,SKU123,117,2025-01-20
SHP005720,Chennai,Sao Paulo,Road,24,In Transit,2025-11-21,SKU115,183,2025-12-15
SHP005721,Zhengzhou,Rotterdam,Road,14,In Transit,2025-03-19,SKU115,108,2025-04-02
SHP005722,Bangkok,Sao Paulo,Air,5,In Transit,2025-07-15,SKU119,120,2025-07-20
SHP005723,Bangkok,Sydney,Sea,5,In Transit,2025-09-26,SKU104,179,2025-10-01
SHP005724,Shenzhen,Singapore,Sea,25,Delayed,2025-07-24,SKU114,162,2025-08-18
SHP005725,Shenzhen,Rotterdam,Sea,24,Delayed,2025-09-02,SKU113,159,2025-09-26
SHP005726,Zhengzhou,Sao Paulo,Road,15,Delayed,2025-06-08,SKU118,221,2025-06-23
SHP005727,Chennai,Sydney,Sea,15,Delayed,2025-09-01,SKU129,109,2025-09-16
SHP005728,Noida,Sao Paulo,Air,9,In Transit,2025-04-25,SKU129,121,2025-05-04
SHP005729,Noida,Chicago,Sea,15,Delivered,2025-12-14,SKU111,233,2025-12-29
SHP005730,Ho Chi Minh City,Chicago,Sea,21,In Transit,2025-12-12,SKU123,181,2026-01-02
SHP005731,Ho Chi Minh City,Rotterdam,Air,8,Delayed,2025-09-18,SKU122,127,2025-09-26
SHP005732,Bangkok,Johannesburg,Road,4,Delayed,2025-02-18,SKU117,186,2025-02-22
SHP005733,Ho Chi Minh City,Mumbai,Air,9,Delivered,2025-03-14,SKU125,137,2025-03-23
SHP005734,Ho Chi Minh City,Johannesburg,Road,4,Delayed,2025-06-23,SKU100,177,2025-06-27
SHP005735,Chennai,Rotterdam,Sea,14,In Transit,2025-07-01,SKU114,145,2025-07-15
SHP005736,Shenzhen,Sao Paulo,Sea,14,Delivered,2025-12-25,SKU129,213,2026-01-08
SHP005737,Zhengzhou,Singapore,Sea,22,Delayed,2025-12-10,SKU108,179,2026-01-01
SHP005738,Shenzhen,Mumbai,Road,20,In Transit,2025-11-29,SKU118,227,2025-12-19
SHP005739,Noida,Singapore,Road,9,Delayed,2025-01-01,SKU112,235,2025-01-10
SHP005740,Ho Chi Minh City,Rotterdam,Air,25,Delivered,2025-08-20,SKU110,218,2025-09-14
SHP005741,Noida,Chicago,Road,23,In Transit,2025-03-04,SKU127,201,2025-03-27
SHP005742,Zhengzhou,Dubai,Air,2,Delivered,2025-09-29,SKU128,140,2025-10-01
SHP005743,Chennai,Sydney,Air,5,Delayed,2025-10-11,SKU101,191,2025-10-16
SHP005744,Bangkok,Mumbai,Road,19,Delivered,2025-11-12,SKU122,187,2025-12-01
SHP005745,Noida,Mumbai,Air,7,Delivered,2025-09-05,SKU105,215,2025-09-12
SHP005746,Bangkok,Dubai,Road,5,In Transit,2025-05-10,SKU115,89,2025-05-15
SHP005747,Bangkok,Sydney,Air,2,Delivered,2025-01-05,SKU100,187,2025-01-07
SHP005748,Ho Chi Minh City,Rotterdam,Air,17,Delayed,2025-09-27,SKU121,172,2025-10-14
SHP005749,Zhengzhou,Sydney,Sea,10,In Transit,2025-05-28,SKU108,103,2025-06-07
SHP005750,Noida,Dubai,Road,14,In Transit,2025-08-19,SKU100,232,2025-09-02
SHP005751,Bangkok,Sydney,Air,13,Delayed,2025-01-27,SKU100,136,2025-02-09
SHP005752,Zhengzhou,Johannesburg,Road,20,In Transit,2025-02-07,SKU117,202,2025-02-27
SHP005753,Chennai,Chicago,Road,19,Delivered,2025-11-08,SKU108,171,2025-11-27
SHP005754,Ho Chi Minh City,Rotterdam,Road,12,Delivered,2025-12-28,SKU117,197,2026-01-09
SHP005755,Bangkok,Sao Paulo,Sea,14,In Transit,2025-06-09,SKU110,167,2025-06-23
SHP005756,Chennai,Mumbai,Air,19,In Transit,2025-04-09,SKU113,179,2025-04-28
SHP005757,Shenzhen,Rotterdam,Road,24,Delayed,2025-11-05,SKU123,200,2025-11-29
SHP005758,Chennai,Rotterdam,Air,7,Delivered,2025-07-16,SKU104,135,2025-07-23
SHP005759,Bangkok,Johannesburg,Sea,15,In Transit,2025-05-29,SKU127,165,2025-06-13
SHP005760,Zhengzhou,Singapore,Sea,18,Delivered,2025-04-21,SKU129,120,2025-05-09
SHP005761,Shenzhen,Chicago,Air,13,Delayed,2025-05-01,SKU109,169,2025-05-14
SHP005762,Shenzhen,Johannesburg,Air,20,Delivered,2025-09-16,SKU124,153,2025-10-06
SHP005763,Ho Chi Minh City,Chicago,Air,14,Delayed,2025-08-10,SKU105,187,2025-08-24
SHP005764,Bangkok,Chicago,Road,16,In Transit,2025-09-21,SKU106,140,2025-10-07
SHP005765,Shenzhen,Mumbai,Air,17,In Transit,2025-07-29,SKU118,130,2025-08-15
SHP005766,Shenzhen,Singapore,Road,22,In Transit,2025-11-06,SKU120,136,2025-11-28
SHP005767,Noida,Sydney,Road,4,Delayed,2025-08-14,SKU127,172,2025-08-18
SHP005768,Chennai,Rotterdam,Air,5,In Transit,2025-08-14,SKU128,146,2025-08-19
SHP005769,Chennai,Chicago,Road,5,In Transit,2025-11-29,SKU123,105,2025-12-04
SHP005770,Shenzhen,Rotterdam,Air,2,Delivered,2025-10-23,SKU108,200,2025-10-25
SHP005771,Ho Chi Minh City,Dubai,Road,12,In Transit,2025-02-21,SKU108,188,2025-03-05
SHP005772,Zhengzhou,Chicago,Sea,21,Delivered,2025-01-15,SKU126,204,2025-02-05
SHP005773,Bangkok,Mumbai,Road,10,Delayed,2025-08-18,SKU118,113,2025-08-28
SHP005774,Chennai,Sydney,Air,17,Delivered,2025-04-13,SKU108,178,2025-04-30
SHP005775,Shenzhen,Johannesburg,Road,21,In Transit,2025-07-13,SKU116,173,2025-08-03
SHP005776,Zhengzhou,Mumbai,Air,16,Delayed,2025-03-19,SKU115,165,2025-04-04
SHP005777,Zhengzhou,Rotterdam,Air,23,In Transit,2025-03-17,SKU129,143,2025-04-09
SHP005778,Bangkok,Dubai,Sea,21,Delivered,2025-07-19,SKU106,108,2025-08-09
SHP005779,Noida,Johannesburg,Air,10,Delivered,2025-01-19,SKU124,180,2025-01-29
SHP005780,Shenzhen,Chicago,Road,9,Delayed,2025-03-09,SKU118,227,2025-03-18
SHP005781,Chennai,Sydney,Road,15,Delayed,2025-04-16,SKU118,166,2025-05-01
SHP005782,Zhengzhou,Sao Paulo,Sea,7,In Transit,2025-11-24,SKU120,213,2025-12-01
SHP005783,Shenzhen,Mumbai,Road,9,In Transit,2025-04-24,SKU117,117,2025-05-03
SHP005784,Shenzhen,Mumbai,Air,10,In Transit,2025-08-08,SKU127,159,2025-08-18
SHP005785,Ho Chi Minh City,Singapore,Sea,16,Delivered,2025-04-26,SKU109,126,2025-05-12
SHP005786,Bangkok,Rotterdam,Road,19,In Transit,2025-02-19,SKU109,212,2025-03-10
SHP005787,Zhengzhou,Singapore,Sea,20,In Transit,2025-10-02,SKU105,206,2025-10-22
SHP005788,Chennai,Mumbai,Sea,20,Delayed,2025-12-31,SKU121,190,2026-01-20
SHP005789,Noida,Dubai,Air,4,Delivered,2025-01-31,SKU129,145,2025-02-04
SHP005790,Bangkok,Sao Paulo,Road,20,In Transit,2025-03-08,SKU125,204,2025-03-28
SHP005791,Zhengzhou,Singapore,Air,13,Delayed,2025-07-16,SKU112,147,2025-07-29
SHP005792,Zhengzhou,Singapore,Air,9,Delivered,2025-08-07,SKU109,154,2025-08-16
SHP005793,Ho Chi Minh City,Singapore,Sea,18,Delivered,2025-01-26,SKU116,204,2025-02-13
SHP005794,Shenzhen,Mumbai,Sea,4,Delayed,2025-08-08,SKU126,178,2025-08-12
SHP005795,Noida,Sydney,Road,24,Delivered,2025-11-29,SKU101,155,2025-12-23
SHP005796,Zhengzhou,Dubai,Road,19,Delayed,2025-03-04,SKU110,146,2025-03-23
SHP005797,Bangkok,Singapore,Air,6,In Transit,2025-10-27,SKU121,193,2025-11-02
SHP005798,Zhengzhou,Dubai,Road,11,Delivered,2025-12-27,SKU122,213,2026-01-07
SHP005799,Chennai,Johannesburg,Road,4,Delivered,2025-02-27,SKU128,129,2025-03-03
SHP005800,Bangkok,Sydney,Sea,19,Delayed,2025-02-27,SKU102,100,2025-03-18
SHP005801,Noida,Rotterdam,Sea,5,Delayed,2025-05-01,SKU105,103,2025-05-06
