Date,SKUID,ForecastQty,ActualQty
2025-10-19,SKU118,334,335
2025-10-19,SKU119,506,490
2025-10-19,SKU120,380,410
2025-10-19,SKU121,180,178
2025-10-19,SKU122,221,214
2025-10-19,SKU123,94,94
2025-10-19,SKU124,200,205
2025-10-19,SKU125,458,418
2025-10-19,SKU126,320,297
2025-10-19,SKU127,189,174
2025-10-19,SKU128,112,111
2025-10-19,SKU129,260,252
2025-10-20,SKU100,356,393
2025-10-20,SKU101,348,323
2025-10-20,SKU102,180,173
2025-10-20,SKU103,185,179
2025-10-20,SKU104,201,198
2025-10-20,SKU105,122,117
2025-10-20,SKU106,288,273
2025-10-20,SKU107,123,137
2025-10-20,SKU108,91,92
2025-10-20,SKU109,266,293
2025-10-20,SKU110,338,366
2025-10-20,SKU111,205,199
2025-10-20,SKU112,208,223
2025-10-20,SKU113,231,226
2025-10-20,SKU114,459,456
2025-10-20,SKU115,177,165
2025-10-20,SKU116,266,284
2025-10-20,SKU117,419,418
2025-10-20,SKU118,416,460
2025-10-20,SKU119,323,295
2025-10-20,SKU120,217,229
2025-10-20,SKU121,267,267
2025-10-20,SKU122,493,459
2025-10-20,SKU123,91,86
2025-10-20,SKU124,461,434
2025-10-20,SKU125,212,215
2025-10-20,SKU126,228,211
2025-10-20,SKU127,262,265
2025-10-20,SKU128,330,318
2025-10-20,SKU129,389,360
2025-10-21,SKU100,159,158
2025-10-21,SKU101,316,347
2025-10-21,SKU102,362,342
2025-10-21,SKU103,295,285
2025-10-21,SKU104,429,409
2025-10-21,SKU105,275,304
2025-10-21,SKU106,303,332
2025-10-21,SKU107,269,297
2025-10-21,SKU108,437,447
2025-10-21,SKU109,456,486
2025-10-21,SKU110,399,408
2025-10-21,SKU111,400,375
2025-10-21,SKU112,151,153
2025-10-21,SKU113,153,143
2025-10-21,SKU114,378,365
2025-10-21,SKU115,439,424
2025-10-21,SKU116,300,284
2025-10-21,SKU117,356,389
2025-10-21,SKU118,407,428
2025-10-21,SKU119,274,305
2025-10-21,SKU120,288,321
2025-10-21,SKU121,466,450
2025-10-21,SKU122,128,132
2025-10-21,SKU123,328,319
2025-10-21,SKU124,107,108
2025-10-21,SKU125,212,225
2025-10-21,SKU126,366,376
2025-10-21,SKU127,271,274
2025-10-21,SKU128,225,230
2025-10-21,SKU129,270,247
2025-10-22,SKU100,367,369
2025-10-22,SKU101,378,400
2025-10-22,SKU102,153,169
2025-10-22,SKU103,172,168
2025-10-22,SKU104,422,399
2025-10-22,SKU105,407,411
2025-10-22,SKU106,449,419
2025-10-22,SKU107,211,197
2025-10-22,SKU108,412,384
2025-10-22,SKU109,226,238
2025-10-22,SKU110,153,157
2025-10-22,SKU111,415,395
2025-10-22,SKU112,384,412
2025-10-22,SKU113,274,287
2025-10-22,SKU114,422,448
2025-10-22,SKU115,513,486
2025-10-22,SKU116,166,176
2025-10-22,SKU117,211,197
2025-10-22,SKU118,454,464
2025-10-22,SKU119,498,481
2025-10-22,SKU120,325,353
2025-10-22,SKU121,286,272
2025-10-22,SKU122,338,351
2025-10-22,SKU123,132,125
2025-10-22,SKU124,398,386
2025-10-22,SKU125,237,232
2025-10-22,SKU126,311,340
2025-10-22,SKU127,356,393
2025-10-22,SKU128,528,499
2025-10-22,SKU129,159,167
2025-10-23,SKU100,319,305
2025-10-23,SKU101,127,139
2025-10-23,SKU102,439,438
2025-10-23,SKU103,126,116
2025-10-23,SKU104,419,426
2025-10-23,SKU105,375,363
2025-10-23,SKU106,363,385
2025-10-23,SKU107,198,204
2025-10-23,SKU108,140,140
2025-10-23,SKU109,514,499
2025-10-23,SKU110,186,181
2025-10-23,SKU111,317,352
2025-10-23,SKU112,147,159
2025-10-23,SKU113,154,159
2025-10-23,SKU114,133,148
2025-10-23,SKU115,382,359
2025-10-23,SKU116,354,327
2025-10-23,SKU117,137,132
2025-10-23,SKU118,496,468
2025-10-23,SKU119,214,210
2025-10-23,SKU120,295,308
2025-10-23,SKU121,171,169
2025-10-23,SKU122,340,326
2025-10-23,SKU123,353,322
2025-10-23,SKU124,210,214
2025-10-23,SKU125,324,335
2025-10-23,SKU126,211,218
2025-10-23,SKU127,169,172
2025-10-23,SKU128,338,337
2025-10-23,SKU129,418,381
2025-10-24,SKU100,488,449
2025-10-24,SKU101,320,292
2025-10-24,SKU102,270,248
2025-10-24,SKU103,431,436
2025-10-24,SKU104,444,437
2025-10-24,SKU105,207,207
2025-10-24,SKU106,168,158
2025-10-24,SKU107,463,483
2025-10-24,SKU108,308,296
2025-10-24,SKU109,266,288
2025-10-24,SKU110,292,289
2025-10-24,SKU111,408,441
2025-10-24,SKU112,121,111
2025-10-24,SKU113,409,416
2025-10-24,SKU114,312,345
2025-10-24,SKU115,128,132
2025-10-24,SKU116,144,146
2025-10-24,SKU117,188,207
2025-10-24,SKU118,180,170
2025-10-24,SKU119,501,464
2025-10-24,SKU120,298,291
2025-10-24,SKU121,229,232
2025-10-24,SKU122,188,176
2025-10-24,SKU123,366,400
2025-10-24,SKU124,86,87
2025-10-24,SKU125,331,329
2025-10-24,SKU126,277,282
2025-10-24,SKU127,224,232
2025-10-24,SKU128,335,342
2025-10-24,SKU129,290,301
2025-10-25,SKU100,376,394
2025-10-25,SKU101,454,445
2025-10-25,SKU102,354,354
2025-10-25,SKU103,386,352
2025-10-25,SKU104,94,98
2025-10-25,SKU105,124,120
2025-10-25,SKU106,508,497
2025-10-25,SKU107,289,315
2025-10-25,SKU108,155,165
2025-10-25,SKU109,82,88
2025-10-25,SKU110,276,275
2025-10-25,SKU111,477,483
2025-10-25,SKU112,351,359
2025-10-25,SKU113,371,357
2025-10-25,SKU114,298,321
2025-10-25,SKU115,299,273
2025-10-25,SKU116,140,156
2025-10-25,SKU117,346,367
2025-10-25,SKU118,130,120
2025-10-25,SKU119,178,173
2025-10-25,SKU120,183,193
2025-10-25,SKU121,532,496
2025-10-25,SKU122,266,268
2025-10-25,SKU123,277,297
2025-10-25,SKU124,525,491
2025-10-25,SKU125,426,409
2025-10-25,SKU126,202,210
2025-10-25,SKU127,272,262
2025-10-25,SKU128,120,111
2025-10-25,SKU129,473,461
2025-10-26,SKU100,291,290
2025-10-26,SKU101,454,438
2025-10-26,SKU102,334,310
2025-10-26,SKU103,94,99
2025-10-26,SKU104,354,324
2025-10-26,SKU105,111,115
2025-10-26,SKU106,429,406
2025-10-26,SKU107,406,410
2025-10-26,SKU108,528,482
2025-10-26,SKU109,352,391
2025-10-26,SKU110,459,423
2025-10-26,SKU111,417,423
2025-10-26,SKU112,174,186
2025-10-26,SKU113,126,116
2025-10-26,SKU114,365,358
2025-10-26,SKU115,344,318
2025-10-26,SKU116,87,85
2025-10-26,SKU117,153,162
2025-10-26,SKU118,243,240
2025-10-26,SKU119,242,222
2025-10-26,SKU120,95,96
2025-10-26,SKU121,370,364
2025-10-26,SKU122,113,123
2025-10-26,SKU123,209,195
2025-10-26,SKU124,308,341
2025-10-26,SKU125,488,449
2025-10-26,SKU126,456,468
2025-10-26,SKU127,200,206
2025-10-26,SKU128,103,107
2025-10-26,SKU129,107,118
2025-10-27,SKU100,359,341
2025-10-27,SKU101,267,275
2025-10-27,SKU102,386,397
2025-10-27,SKU103,389,377
2025-10-27,SKU104,322,333
2025-10-27,SKU105,361,371
2025-10-27,SKU106,246,255
2025-10-27,SKU107,443,432
2025-10-27,SKU108,454,443
2025-10-27,SKU109,233,233
2025-10-27,SKU110,119,118
2025-10-27,SKU111,168,162
2025-10-27,SKU112,452,419
2025-10-27,SKU113,120,111
2025-10-27,SKU114,361,351
2025-10-27,SKU115,500,476
2025-10-27,SKU116,220,240
2025-10-27,SKU117,418,402
2025-10-27,SKU118,270,271
2025-10-27,SKU119,225,243
2025-10-27,SKU120,513,484
2025-10-27,SKU121,392,402
2025-10-27,SKU122,212,214
2025-10-27,SKU123,478,454
2025-10-27,SKU124,102,109
2025-10-27,SKU125,459,429
2025-10-27,SKU126,133,126
2025-10-27,SKU127,203,226
2025-10-27,SKU128,355,378
2025-10-27,SKU129,234,228
2025-10-28,SKU100,243,224
2025-10-28,SKU101,191,209
2025-10-28,SKU102,152,158
2025-10-28,SKU103,125,124
2025-10-28,SKU104,442,480
2025-10-28,SKU105,496,453
2025-10-28,SKU106,351,337
2025-10-28,SKU107,172,183
2025-10-28,SKU108,312,301
2025-10-28,SKU109,352,359
2025-10-28,SKU110,193,202
2025-10-28,SKU111,436,473
2025-10-28,SKU112,167,164
2025-10-28,SKU113,184,184
2025-10-28,SKU114,121,127
2025-10-28,SKU115,90,97
2025-10-28,SKU116,353,388
2025-10-28,SKU117,364,350
2025-10-28,SKU118,418,426
2025-10-28,SKU119,162,176
2025-10-28,SKU120,432,426
2025-10-28,SKU121,318,342
2025-10-28,SKU122,171,178
2025-10-28,SKU123,517,498
2025-10-28,SKU124,148,157
2025-10-28,SKU125,391,400
2025-10-28,SKU126,477,444
2025-10-28,SKU127,299,327
2025-10-28,SKU128,437,433
2025-10-28,SKU129,365,396
2025-10-29,SKU100,372,383
2025-10-29,SKU101,113,119
2025-10-29,SKU102,463,474
2025-10-29,SKU103,445,446
2025-10-29,SKU104,409,440
2025-10-29,SKU105,410,414
2025-10-29,SKU106,286,273
2025-10-29,SKU107,254,281
2025-10-29,SKU108,364,334
2025-10-29,SKU109,109,119
2025-10-29,SKU110,430,473
2025-10-29,SKU111,334,305
2025-10-29,SKU112,501,468
2025-10-29,SKU113,447,475
2025-10-29,SKU114,285,316
2025-10-29,SKU115,373,391
2025-10-29,SKU116,277,283
2025-10-29,SKU117,413,446
2025-10-29,SKU118,429,433
2025-10-29,SKU119,141,135
2025-10-29,SKU120,449,499
2025-10-29,SKU121,357,333
2025-10-29,SKU122,377,415
2025-10-29,SKU123,193,207
2025-10-29,SKU124,100,95
2025-10-29,SKU125,372,353
2025-10-29,SKU126,439,436
2025-10-29,SKU127,182,178
2025-10-29,SKU128,202,204
2025-10-29,SKU129,87,82
2025-10-30,SKU100,192,188
2025-10-30,SKU101,408,374
2025-10-30,SKU102,239,239
2025-10-30,SKU103,439,464
2025-10-30,SKU104,397,367
2025-10-30,SKU105,309,330
2025-10-30,SKU106,380,405
2025-10-30,SKU107,79,88
2025-10-30,SKU108,275,290
2025-10-30,SKU109,234,239
2025-10-30,SKU110,314,300
2025-10-30,SKU111,127,130
2025-10-30,SKU112,115,125
2025-10-30,SKU113,132,134
2025-10-30,SKU114,168,166
2025-10-30,SKU115,91,99
2025-10-30,SKU116,210,234
2025-10-30,SKU117,488,463
2025-10-30,SKU118,116,120
2025-10-30,SKU119,142,137
2025-10-30,SKU120,428,439
2025-10-30,SKU121,294,292
2025-10-30,SKU122,231,237
2025-10-30,SKU123,194,181
2025-10-30,SKU124,351,344
2025-10-30,SKU125,418,463
2025-10-30,SKU126,263,253
2025-10-30,SKU127,280,259
2025-10-30,SKU128,283,283
2025-10-30,SKU129,356,339
2025-10-31,SKU100,475,483
2025-10-31,SKU101,88,83
2025-10-31,SKU102,299,291
2025-10-31,SKU103,352,334
2025-10-31,SKU104,288,272
2025-10-31,SKU105,224,216
2025-10-31,SKU106,442,413
2025-10-31,SKU107,462,491
2025-10-31,SKU108,343,353
2025-10-31,SKU109,363,377
2025-10-31,SKU110,280,310
2025-10-31,SKU111,192,212
2025-10-31,SKU112,342,373
2025-10-31,SKU113,239,264
2025-10-31,SKU114,172,176
2025-10-31,SKU115,227,212
2025-10-31,SKU116,233,220
2025-10-31,SKU117,350,367
2025-10-31,SKU118,492,496
2025-10-31,SKU119,275,295
2025-10-31,SKU120,359,372
2025-10-31,SKU121,269,251
2025-10-31,SKU122,463,495
2025-10-31,SKU123,230,225
2025-10-31,SKU124,361,374
2025-10-31,SKU125,134,123
2025-10-31,SKU126,453,436
2025-10-31,SKU127,279,302
2025-10-31,SKU128,302,336
2025-10-31,SKU129,319,292
2025-11-01,SKU100,529,573
2025-11-01,SKU101,255,253
2025-11-01,SKU102,323,299
2025-11-01,SKU103,463,444
2025-11-01,SKU104,126,139
2025-11-01,SKU105,433,429
2025-11-01,SKU106,603,579
2025-11-01,SKU107,541,560
2025-11-01,SKU108,166,159
2025-11-01,SKU109,315,294
2025-11-01,SKU110,472,494
2025-11-01,SKU111,286,306
2025-11-01,SKU112,586,548
2025-11-01,SKU113,582,600
2025-11-01,SKU114,721,669
2025-11-01,SKU115,254,255
2025-11-01,SKU116,662,666
2025-11-01,SKU117,399,387
2025-11-01,SKU118,199,193
2025-11-01,SKU119,198,202
2025-11-01,SKU120,305,297
2025-11-01,SKU121,185,174
2025-11-01,SKU122,457,494
2025-11-01,SKU123,162,152
2025-11-01,SKU124,617,573
2025-11-01,SKU125,170,157
2025-11-01,SKU126,619,610
2025-11-01,SKU127,173,190
2025-11-01,SKU128,276,283
2025-11-01,SKU129,195,178
2025-11-02,SKU100,626,606
2025-11-02,SKU101,611,573
2025-11-02,SKU102,381,423
2025-11-02,SKU103,532,494
2025-11-02,SKU104,324,342
2025-11-02,SKU105,160,172
2025-11-02,SKU106,646,639
2025-11-02,SKU107,231,220
2025-11-02,SKU108,549,502
2025-11-02,SKU109,402,390
2025-11-02,SKU110,111,120
2025-11-02,SKU111,645,604
2025-11-02,SKU112,516,502
2025-11-02,SKU113,148,151
2025-11-02,SKU114,572,569
2025-11-02,SKU115,542,603
2025-11-02,SKU116,636,579
2025-11-02,SKU117,661,630
2025-11-02,SKU118,147,139
2025-11-02,SKU119,586,643
2025-11-02,SKU120,655,626
2025-11-02,SKU121,626,635
2025-11-02,SKU122,200,221
2025-11-02,SKU123,548,502
2025-11-02,SKU124,295,295
2025-11-02,SKU125,594,572
2025-11-02,SKU126,582,606
2025-11-02,SKU127,423,390
2025-11-02,SKU128,378,390
2025-11-02,SKU129,315,305
2025-11-03,SKU100,489,513
2025-11-03,SKU101,314,349
2025-11-03,SKU102,308,319
2025-11-03,SKU103,191,210
2025-11-03,SKU104,390,382
2025-11-03,SKU105,236,256
2025-11-03,SKU106,616,565
2025-11-03,SKU107,245,225
2025-11-03,SKU108,390,413
2025-11-03,SKU109,633,602
2025-11-03,SKU110,683,642
2025-11-03,SKU111,350,371
2025-11-03,SKU112,448,463
2025-11-03,SKU113,292,295
2025-11-03,SKU114,333,361
2025-11-03,SKU115,462,492
2025-11-03,SKU116,566,517
2025-11-03,SKU117,639,658
2025-11-03,SKU118,658,607
2025-11-03,SKU119,235,251
2025-11-03,SKU120,251,267
2025-11-03,SKU121,211,210
2025-11-03,SKU122,356,383
2025-11-03,SKU123,398,429
2025-11-03,SKU124,535,573
2025-11-03,SKU125,477,507
2025-11-03,SKU126,629,666
2025-11-03,SKU127,666,637
2025-11-03,SKU128,129,144
2025-11-03,SKU129,298,322
2025-11-04,SKU100,352,360
2025-11-04,SKU101,366,356
2025-11-04,SKU102,110,116
2025-11-04,SKU103,179,176
2025-11-04,SKU104,526,540
2025-11-04,SKU105,185,186
2025-11-04,SKU106,549,562
2025-11-04,SKU107,572,558
2025-11-04,SKU108,577,595
2025-11-04,SKU109,542,584
2025-11-04,SKU110,589,567
2025-11-04,SKU111,553,535
2025-11-04,SKU112,123,128
2025-11-04,SKU113,577,542
2025-11-04,SKU114,515,523
2025-11-04,SKU115,501,533
2025-11-04,SKU116,517,471
2025-11-04,SKU117,671,662
2025-11-04,SKU118,431,422
2025-11-04,SKU119,594,575
2025-11-04,SKU120,231,253
2025-11-04,SKU121,252,271
2025-11-04,SKU122,383,365
2025-11-04,SKU123,365,345
2025-11-04,SKU124,606,580
2025-11-04,SKU125,111,114
2025-11-04,SKU126,634,616
2025-11-04,SKU127,601,571
2025-11-04,SKU128,399,423
2025-11-04,SKU129,392,395
2025-11-05,SKU100,421,432
2025-11-05,SKU101,322,332
2025-11-05,SKU102,568,575
2025-11-05,SKU103,630,575
2025-11-05,SKU104,499,525
2025-11-05,SKU105,497,519
2025-11-05,SKU106,480,496
2025-11-05,SKU107,383,394
2025-11-05,SKU108,339,361
2025-11-05,SKU109,460,461
2025-11-05,SKU110,220,210
2025-11-05,SKU111,525,565
2025-11-05,SKU112,242,248
2025-11-05,SKU113,607,579
2025-11-05,SKU114,601,615
2025-11-05,SKU115,628,604
2025-11-05,SKU116,574,611
2025-11-05,SKU117,295,292
2025-11-05,SKU118,415,402
2025-11-05,SKU119,176,174
2025-11-05,SKU120,109,114
2025-11-05,SKU121,396,380
2025-11-05,SKU122,615,623
2025-11-05,SKU123,377,392
2025-11-05,SKU124,645,638
2025-11-05,SKU125,548,584
2025-11-05,SKU126,361,353
2025-11-05,SKU127,276,301
2025-11-05,SKU128,155,147
2025-11-05,SKU129,124,122
2025-11-06,SKU100,537,504
2025-11-06,SKU101,474,448
2025-11-06,SKU102,474,480
2025-11-06,SKU103,154,147
2025-11-06,SKU104,197,197
2025-11-06,SKU105,543,562
2025-11-06,SKU106,168,167
2025-11-06,SKU107,711,660
2025-11-06,SKU108,379,413
2025-11-06,SKU109,631,627
2025-11-06,SKU110,281,297
2025-11-06,SKU111,139,137
2025-11-06,SKU112,335,328
2025-11-06,SKU113,353,380
2025-11-06,SKU114,199,210
2025-11-06,SKU115,516,502
2025-11-06,SKU116,294,301
2025-11-06,SKU117,512,549
2025-11-06,SKU118,690,642
2025-11-06,SKU119,463,472
2025-11-06,SKU120,172,184
2025-11-06,SKU121,345,353
2025-11-06,SKU122,382,419
2025-11-06,SKU123,130,139
2025-11-06,SKU124,514,537
2025-11-06,SKU125,319,314
2025-11-06,SKU126,428,437
2025-11-06,SKU127,419,425
2025-11-06,SKU128,588,561
2025-11-06,SKU129,152,163
2025-11-07,SKU100,143,136
2025-11-07,SKU101,325,324
2025-11-07,SKU102,249,256
2025-11-07,SKU103,625,600
2025-11-07,SKU104,187,176
2025-11-07,SKU105,341,325
2025-11-07,SKU106,496,513
2025-11-07,SKU107,655,653
2025-11-07,SKU108,116,128
2025-11-07,SKU109,377,352
2025-11-07,SKU110,185,171
2025-11-07,SKU111,391,373
2025-11-07,SKU112,173,170
2025-11-07,SKU113,649,639
2025-11-07,SKU114,393,384
2025-11-07,SKU115,141,132
2025-11-07,SKU116,463,504
2025-11-07,SKU117,488,517
2025-11-07,SKU118,469,475
2025-11-07,SKU119,678,657
2025-11-07,SKU120,112,112
2025-11-07,SKU121,576,529
2025-11-07,SKU122,258,248
2025-11-07,SKU123,656,602
2025-11-07,SKU124,483,446
2025-11-07,SKU125,513,522
2025-11-07,SKU126,243,259
2025-11-07,SKU127,595,634
2025-11-07,SKU128,240,220
2025-11-07,SKU129,680,641
2025-11-08,SKU100,367,375
2025-11-08,SKU101,250,232
2025-11-08,SKU102,549,606
2025-11-08,SKU103,162,148
2025-11-08,SKU104,395,363
2025-11-08,SKU105,461,446
2025-11-08,SKU106,191,189
2025-11-08,SKU107,503,552
2025-11-08,SKU108,197,191
2025-11-08,SKU109,592,569
2025-11-08,SKU110,589,576
2025-11-08,SKU111,244,260
2025-11-08,SKU112,358,353
2025-11-08,SKU113,637,638
2025-11-08,SKU114,183,201
2025-11-08,SKU115,196,186
2025-11-08,SKU116,514,522
2025-11-08,SKU117,474,456
2025-11-08,SKU118,130,121
2025-11-08,SKU119,502,545
2025-11-08,SKU120,442,486
2025-11-08,SKU121,124,128
2025-11-08,SKU122,215,205
2025-11-08,SKU123,359,399
2025-11-08,SKU124,620,650
2025-11-08,SKU125,628,583
2025-11-08,SKU126,296,283
2025-11-08,SKU127,146,136
2025-11-08,SKU128,598,585
2025-11-08,SKU129,141,133
2025-11-09,SKU100,205,198
2025-11-09,SKU101,335,342
2025-11-09,SKU102,268,259
2025-11-09,SKU103,352,348
2025-11-09,SKU104,265,286
2025-11-09,SKU105,295,318
2025-11-09,SKU106,113,118
2025-11-09,SKU107,550,557
2025-11-09,SKU108,347,325
2025-11-09,SKU109,544,541
2025-11-09,SKU110,613,627
2025-11-09,SKU111,553,522
2025-11-09,SKU112,170,174
2025-11-09,SKU113,203,203
2025-11-09,SKU114,191,193
2025-11-09,SKU115,584,599
2025-11-09,SKU116,551,510
2025-11-09,SKU117,567,581
2025-11-09,SKU118,452,415
2025-11-09,SKU119,617,631
2025-11-09,SKU120,608,604
2025-11-09,SKU121,598,638
2025-11-09,SKU122,186,195
2025-11-09,SKU123,495,486
2025-11-09,SKU124,563,573
2025-11-09,SKU125,188,193
2025-11-09,SKU126,472,450
2025-11-09,SKU127,127,137
2025-11-09,SKU128,490,450
2025-11-09,SKU129,655,603
2025-11-10,SKU100,510,522
2025-11-10,SKU101,213,232
2025-11-10,SKU102,596,641
2025-11-10,SKU103,660,612
2025-11-10,SKU104,584,637
2025-11-10,SKU105,441,463
2025-11-10,SKU106,341,334
2025-11-10,SKU107,316,306
2025-11-10,SKU108,202,194
2025-11-10,SKU109,114,112
2025-11-10,SKU110,483,507
2025-11-10,SKU111,587,622
2025-11-10,SKU112,639,669
2025-11-10,SKU113,602,658
2025-11-10,SKU114,519,479
2025-11-10,SKU115,247,260
2025-11-10,SKU116,542,546
2025-11-10,SKU117,639,634
2025-11-10,SKU118,288,317
2025-11-10,SKU119,183,186
2025-11-10,SKU120,242,264
2025-11-10,SKU121,534,498
2025-11-10,SKU122,163,163
2025-11-10,SKU123,144,136
2025-11-10,SKU124,226,211
2025-11-10,SKU125,379,345
2025-11-10,SKU126,560,533
2025-11-10,SKU127,266,257
2025-11-10,SKU128,429,434
2025-11-10,SKU129,371,346
2025-11-11,SKU100,238,247
2025-11-11,SKU101,469,429
2025-11-11,SKU102,590,630
2025-11-11,SKU103,152,139
2025-11-11,SKU104,340,360
2025-11-11,SKU105,236,236
2025-11-11,SKU106,122,112
2025-11-11,SKU107,428,434
2025-11-11,SKU108,137,137
2025-11-11,SKU109,430,449
2025-11-11,SKU110,448,453
2025-11-11,SKU111,179,197
2025-11-11,SKU112,229,251
2025-11-11,SKU113,380,376
2025-11-11,SKU114,173,178
2025-11-11,SKU115,351,380
2025-11-11,SKU116,129,130
2025-11-11,SKU117,156,164
2025-11-11,SKU118,111,109
2025-11-11,SKU119,649,664
2025-11-11,SKU120,296,305
2025-11-11,SKU121,506,519
2025-11-11,SKU122,591,596
2025-11-11,SKU123,233,248
2025-11-11,SKU124,567,530
2025-11-11,SKU125,198,191
2025-11-11,SKU126,280,264
2025-11-11,SKU127,551,508
2025-11-11,SKU128,433,406
2025-11-11,SKU129,154,171
2025-11-12,SKU100,182,171
2025-11-12,SKU101,351,386
2025-11-12,SKU102,716,666
2025-11-12,SKU103,512,503
2025-11-12,SKU104,267,283
2025-11-12,SKU105,259,259
2025-11-12,SKU106,311,306
2025-11-12,SKU107,237,252
2025-11-12,SKU108,223,236
2025-11-12,SKU109,293,290
2025-11-12,SKU110,303,307
2025-11-12,SKU111,336,322
2025-11-12,SKU112,442,469
2025-11-12,SKU113,410,427
2025-11-12,SKU114,428,450
2025-11-12,SKU115,254,260
2025-11-12,SKU116,615,634
2025-11-12,SKU117,625,572
2025-11-12,SKU118,189,203
2025-11-12,SKU119,197,214
2025-11-12,SKU120,597,581
2025-11-12,SKU121,541,508
2025-11-12,SKU122,446,454
2025-11-12,SKU123,444,440
2025-11-12,SKU124,380,411
2025-11-12,SKU125,615,653
2025-11-12,SKU126,123,114
2025-11-12,SKU127,366,356
2025-11-12,SKU128,229,222
2025-11-12,SKU129,376,384
2025-11-13,SKU100,201,184
2025-11-13,SKU101,649,658
2025-11-13,SKU102,268,287
2025-11-13,SKU103,394,376
2025-11-13,SKU104,531,579
2025-11-13,SKU105,322,319
2025-11-13,SKU106,278,263
2025-11-13,SKU107,433,472
2025-11-13,SKU108,590,610
2025-11-13,SKU109,374,357
2025-11-13,SKU110,562,540
2025-11-13,SKU111,266,286
2025-11-13,SKU112,458,452
2025-11-13,SKU113,168,179
2025-11-13,SKU114,570,583
2025-11-13,SKU115,228,229
2025-11-13,SKU116,466,467
2025-11-13,SKU117,470,499
2025-11-13,SKU118,146,156
2025-11-13,SKU119,420,442
2025-11-13,SKU120,495,511
2025-11-13,SKU121,500,486
2025-11-13,SKU122,429,406
2025-11-13,SKU123,250,245
2025-11-13,SKU124,666,668
2025-11-13,SKU125,385,359
2025-11-13,SKU126,145,159
2025-11-13,SKU127,325,338
2025-11-13,SKU128,282,302
2025-11-13,SKU129,279,280
2025-11-14,SKU100,606,594
2025-11-14,SKU101,593,541
2025-11-14,SKU102,547,502
2025-11-14,SKU103,415,440
2025-11-14,SKU104,122,125
2025-11-14,SKU105,491,503
2025-11-14,SKU106,371,375
2025-11-14,SKU107,560,573
2025-11-14,SKU108,244,232
2025-11-14,SKU109,390,406
2025-11-14,SKU110,142,147
2025-11-14,SKU111,491,498
2025-11-14,SKU112,314,291
2025-11-14,SKU113,184,179
2025-11-14,SKU114,386,357
2025-11-14,SKU115,226,243
2025-11-14,SKU116,103,112
2025-11-14,SKU117,330,319
2025-11-14,SKU118,444,429
2025-11-14,SKU119,622,665
2025-11-14,SKU120,734,672
2025-11-14,SKU121,335,342
2025-11-14,SKU122,512,477
2025-11-14,SKU123,418,398
2025-11-14,SKU124,632,630
2025-11-14,SKU125,408,434
2025-11-14,SKU126,403,368
2025-11-14,SKU127,728,672
2025-11-14,SKU128,275,253
2025-11-14,SKU129,373,391
2025-11-15,SKU100,594,615
2025-11-15,SKU101,605,619
2025-11-15,SKU102,684,673
2025-11-15,SKU103,569,622
2025-11-15,SKU104,574,541
2025-11-15,SKU105,446,413
2025-11-15,SKU106,137,132
2025-11-15,SKU107,130,124
2025-11-15,SKU108,419,449
2025-11-15,SKU109,516,494
2025-11-15,SKU110,626,623
2025-11-15,SKU111,271,264
2025-11-15,SKU112,118,125
2025-11-15,SKU113,525,490
2025-11-15,SKU114,442,440
2025-11-15,SKU115,448,475
2025-11-15,SKU116,394,364
2025-11-15,SKU117,246,236
2025-11-15,SKU118,395,388
2025-11-15,SKU119,426,469
2025-11-15,SKU120,585,646
2025-11-15,SKU121,229,252
2025-11-15,SKU122,315,351
2025-11-15,SKU123,243,229
2025-11-15,SKU124,123,128
2025-11-15,SKU125,662,616
2025-11-15,SKU126,438,464
2025-11-15,SKU127,552,544
2025-11-15,SKU128,335,309
2025-11-15,SKU129,545,554
2025-11-16,SKU100,344,338
2025-11-16,SKU101,640,631
2025-11-16,SKU102,151,168
2025-11-16,SKU103,371,409
2025-11-16,SKU104,622,579
2025-11-16,SKU105,362,378
2025-11-16,SKU106,556,517
2025-11-16,SKU107,541,545
2025-11-16,SKU108,289,270
2025-11-16,SKU109,159,167
2025-11-16,SKU110,325,329
2025-11-16,SKU111,306,294
2025-11-16,SKU112,485,515
2025-11-16,SKU113,719,665
2025-11-16,SKU114,656,638
2025-11-16,SKU115,120,129
2025-11-16,SKU116,596,608
2025-11-16,SKU117,333,338
2025-11-16,SKU118,403,440
2025-11-16,SKU119,628,577
2025-11-16,SKU120,220,233
2025-11-16,SKU121,184,172
2025-11-16,SKU122,182,195
2025-11-16,SKU123,366,359
2025-11-16,SKU124,341,313
2025-11-16,SKU125,673,616
2025-11-16,SKU126,425,391
2025-11-16,SKU127,366,338
2025-11-16,SKU128,113,114
2025-11-16,SKU129,140,137
2025-11-17,SKU100,583,612
2025-11-17,SKU101,107,114
2025-11-17,SKU102,619,638
2025-11-17,SKU103,344,334
2025-11-17,SKU104,120,112
2025-11-17,SKU105,196,197
2025-11-17,SKU106,478,531
2025-11-17,SKU107,423,419
2025-11-17,SKU108,675,654
2025-11-17,SKU109,269,284
2025-11-17,SKU110,469,448
2025-11-17,SKU111,538,538
2025-11-17,SKU112,315,287
2025-11-17,SKU113,510,495
2025-11-17,SKU114,483,513
2025-11-17,SKU115,489,540
2025-11-17,SKU116,359,364
2025-11-17,SKU117,320,344
2025-11-17,SKU118,588,646
2025-11-17,SKU119,204,217
2025-11-17,SKU120,201,197
