SO,Date,SKUID,Qty,UnitPrice
SO258SKU102,2025-09-16,SKU102,463,772.5
SO258SKU103,2025-09-16,SKU103,342,2328.75
SO258SKU104,2025-09-16,SKU104,340,636.25
SO258SKU105,2025-09-16,SKU105,445,1347.5
SO258SKU106,2025-09-16,SKU106,285,1293.75
SO258SKU107,2025-09-16,SKU107,563,1920.0
SO258SKU108,2025-09-16,SKU108,113,2440.0
SO258SKU109,2025-09-16,SKU109,252,2242.5
SO258SKU110,2025-09-16,SKU110,359,1747.5
SO258SKU111,2025-09-16,SKU111,526,1343.75
SO258SKU112,2025-09-16,SKU112,484,1787.5
SO258SKU113,2025-09-16,SKU113,356,2497.5
SO258SKU114,2025-09-16,SKU114,243,1300.0
SO258SKU115,2025-09-16,SKU115,154,866.25
SO258SKU116,2025-09-16,SKU116,346,491.25
SO258SKU117,2025-09-16,SKU117,244,2353.75
SO258SKU118,2025-09-16,SKU118,106,578.75
SO258SKU119,2025-09-16,SKU119,400,632.5
SO258SKU120,2025-09-16,SKU120,355,1086.25
SO258SKU121,2025-09-16,SKU121,302,2001.25
SO258SKU122,2025-09-16,SKU122,92,791.25
SO258SKU123,2025-09-16,SKU123,519,1283.75
SO258SKU124,2025-09-16,SKU124,148,2090.0
SO258SKU125,2025-09-16,SKU125,244,2171.25
SO258SKU126,2025-09-16,SKU126,197,1933.75
SO258SKU127,2025-09-16,SKU127,308,1741.25
SO258SKU128,2025-09-16,SKU128,430,792.5
SO258SKU129,2025-09-16,SKU129,255,1346.25
SO259SKU100,2025-09-17,SKU100,504,2161.25
SO259SKU101,2025-09-17,SKU101,286,1245.0
SO259SKU102,2025-09-17,SKU102,111,772.5
SO259SKU103,2025-09-17,SKU103,493,2328.75
SO259SKU104,2025-09-17,SKU104,507,636.25
SO259SKU105,2025-09-17,SKU105,193,1347.5
SO259SKU106,2025-09-17,SKU106,556,1293.75
SO259SKU107,2025-09-17,SKU107,537,1920.0
SO259SKU108,2025-09-17,SKU108,428,2440.0
SO259SKU109,2025-09-17,SKU109,420,2242.5
SO259SKU110,2025-09-17,SKU110,206,1747.5
SO259SKU111,2025-09-17,SKU111,102,1343.75
SO259SKU112,2025-09-17,SKU112,545,1787.5
SO259SKU113,2025-09-17,SKU113,415,2497.5
SO259SKU114,2025-09-17,SKU114,141,1300.0
SO259SKU115,2025-09-17,SKU115,213,866.25
SO259SKU116,2025-09-17,SKU116,387,491.25
SO259SKU117,2025-09-17,SKU117,508,2353.75
SO259SKU118,2025-09-17,SKU118,312,578.75
SO259SKU119,2025-09-17,SKU119,218,632.5
SO259SKU120,2025-09-17,SKU120,121,1086.25
SO259SKU121,2025-09-17,SKU121,218,2001.25
SO259SKU122,2025-09-17,SKU122,216,791.25
SO259SKU123,2025-09-17,SKU123,390,1283.75
SO259SKU124,2025-09-17,SKU124,526,2090.0
SO259SKU125,2025-09-17,SKU125,408,2171.25
SO259SKU126,2025-09-17,SKU126,221,1933.75
SO259SKU127,2025-09-17,SKU127,143,1741.25
SO259SKU128,2025-09-17,SKU128,119,792.5
SO259SKU129,2025-09-17,SKU129,164,1346.25
SO260SKU100,2025-09-18,SKU100,501,2161.25
SO260SKU101,2025-09-18,SKU101,417,1245.0
SO260SKU102,2025-09-18,SKU102,570,772.5
SO260SKU103,2025-09-18,SKU103,311,2328.75
SO260SKU104,2025-09-18,SKU104,473,636.25
SO260SKU105,2025-09-18,SKU105,387,1347.5
SO260SKU106,2025-09-18,SKU106,300,1293.75
SO260SKU107,2025-09-18,SKU107,362,1920.0
SO260SKU108,2025-09-18,SKU108,553,2440.0
SO260SKU109,2025-09-18,SKU109,338,2242.5
SO260SKU110,2025-09-18,SKU110,247,1747.5
SO260SKU111,2025-09-18,SKU111,373,1343.75
SO260SKU112,2025-09-18,SKU112,272,1787.5
SO260SKU113,2025-09-18,SKU113,266,2497.5
SO260SKU114,2025-09-18,SKU114,369,1300.0
SO260SKU115,2025-09-18,SKU115,213,866.25
SO260SKU116,2025-09-18,SKU116,555,491.25
SO260SKU117,2025-09-18,SKU117,427,2353.75
SO260SKU118,2025-09-18,SKU118,560,578.75
SO260SKU119,2025-09-18,SKU119,518,632.5
SO260SKU120,2025-09-18,SKU120,262,1086.25
SO260SKU121,2025-09-18,SKU121,400,2001.25
SO260SKU122,2025-09-18,SKU122,478,791.25
SO260SKU123,2025-09-18,SKU123,197,1283.75
SO260SKU124,2025-09-18,SKU124,333,2090.0
SO260SKU125,2025-09-18,SKU125,493,2171.25
SO260SKU126,2025-09-18,SKU126,98,1933.75
SO260SKU127,2025-09-18,SKU127,365,1741.25
SO260SKU128,2025-09-18,SKU128,138,792.5
SO260SKU129,2025-09-18,SKU129,571,1346.25
SO261SKU100,2025-09-19,SKU100,387,2161.25
SO261SKU101,2025-09-19,SKU101,254,1245.0
SO261SKU102,2025-09-19,SKU102,520,772.5
SO261SKU103,2025-09-19,SKU103,146,2328.75
SO261SKU104,2025-09-19,SKU104,392,636.25
SO261SKU105,2025-09-19,SKU105,515,1347.5
SO261SKU106,2025-09-19,SKU106,326,1293.75
SO261SKU107,2025-09-19,SKU107,178,1920.0
SO261SKU108,2025-09-19,SKU108,310,2440.0
SO261SKU109,2025-09-19,SKU109,293,2242.5
SO261SKU110,2025-09-19,SKU110,101,1747.5
SO261SKU111,2025-09-19,SKU111,254,1343.75
SO261SKU112,2025-09-19,SKU112,499,1787.5
SO261SKU113,2025-09-19,SKU113,430,2497.5
SO261SKU114,2025-09-19,SKU114,259,1300.0
SO261SKU115,2025-09-19,SKU115,374,866.25
SO261SKU116,2025-09-19,SKU116,340,491.25
SO261SKU117,2025-09-19,SKU117,240,2353.75
SO261SKU118,2025-09-19,SKU118,143,578.75
SO261SKU119,2025-09-19,SKU119,272,632.5
SO261SKU120,2025-09-19,SKU120,234,1086.25
SO261SKU121,2025-09-19,SKU121,144,2001.25
SO261SKU122,2025-09-19,SKU122,386,791.25
SO261SKU123,2025-09-19,SKU123,267,1283.75
SO261SKU124,2025-09-19,SKU124,202,2090.0
SO261SKU125,2025-09-19,SKU125,151,2171.25
SO261SKU126,2025-09-19,SKU126,487,1933.75
SO261SKU127,2025-09-19,SKU127,552,1741.25
SO261SKU128,2025-09-19,SKU128,301,792.5
SO261SKU129,2025-09-19,SKU129,531,1346.25
SO262SKU100,2025-09-20,SKU100,300,2161.25
SO262SKU101,2025-09-20,SKU101,338,1245.0
SO262SKU102,2025-09-20,SKU102,138,772.5
SO262SKU103,2025-09-20,SKU103,401,2328.75
SO262SKU104,2025-09-20,SKU104,189,636.25
SO262SKU105,2025-09-20,SKU105,446,1347.5
SO262SKU106,2025-09-20,SKU106,456,1293.75
SO262SKU107,2025-09-20,SKU107,270,1920.0
SO262SKU108,2025-09-20,SKU108,135,2440.0
SO262SKU109,2025-09-20,SKU109,286,2242.5
SO262SKU110,2025-09-20,SKU110,156,1747.5
SO262SKU111,2025-09-20,SKU111,456,1343.75
SO262SKU112,2025-09-20,SKU112,148,1787.5
SO262SKU113,2025-09-20,SKU113,540,2497.5
SO262SKU114,2025-09-20,SKU114,512,1300.0
SO262SKU115,2025-09-20,SKU115,206,866.25
SO262SKU116,2025-09-20,SKU116,243,491.25
SO262SKU117,2025-09-20,SKU117,166,2353.75
SO262SKU118,2025-09-20,SKU118,184,578.75
SO262SKU119,2025-09-20,SKU119,309,632.5
SO262SKU120,2025-09-20,SKU120,233,1086.25
SO262SKU121,2025-09-20,SKU121,436,2001.25
SO262SKU122,2025-09-20,SKU122,128,791.25
SO262SKU123,2025-09-20,SKU123,204,1283.75
SO262SKU124,2025-09-20,SKU124,517,2090.0
SO262SKU125,2025-09-20,SKU125,140,2171.25
SO262SKU126,2025-09-20,SKU126,304,1933.75
SO262SKU127,2025-09-20,SKU127,128,1741.25
SO262SKU128,2025-09-20,SKU128,126,792.5
SO262SKU129,2025-09-20,SKU129,356,1346.25
SO263SKU100,2025-09-21,SKU100,282,2161.25
SO263SKU101,2025-09-21,SKU101,552,1245.0
SO263SKU102,2025-09-21,SKU102,439,772.5
SO263SKU103,2025-09-21,SKU103,453,2328.75
SO263SKU104,2025-09-21,SKU104,292,636.25
SO263SKU105,2025-09-21,SKU105,494,1347.5
SO263SKU106,2025-09-21,SKU106,523,1293.75
SO263SKU107,2025-09-21,SKU107,152,1920.0
SO263SKU108,2025-09-21,SKU108,469,2440.0
SO263SKU109,2025-09-21,SKU109,101,2242.5
SO263SKU110,2025-09-21,SKU110,401,1747.5
SO263SKU111,2025-09-21,SKU111,239,1343.75
SO263SKU112,2025-09-21,SKU112,330,1787.5
SO263SKU113,2025-09-21,SKU113,387,2497.5
SO263SKU114,2025-09-21,SKU114,140,1300.0
SO263SKU115,2025-09-21,SKU115,466,866.25
SO263SKU116,2025-09-21,SKU116,316,491.25
SO263SKU117,2025-09-21,SKU117,316,2353.75
SO263SKU118,2025-09-21,SKU118,205,578.75
SO263SKU119,2025-09-21,SKU119,562,632.5
SO263SKU120,2025-09-21,SKU120,93,1086.25
SO263SKU121,2025-09-21,SKU121,173,2001.25
SO263SKU122,2025-09-21,SKU122,464,791.25
SO263SKU123,2025-09-21,SKU123,169,1283.75
SO263SKU124,2025-09-21,SKU124,505,2090.0
SO263SKU125,2025-09-21,SKU125,118,2171.25
SO263SKU126,2025-09-21,SKU126,248,1933.75
SO263SKU127,2025-09-21,SKU127,524,1741.25
SO263SKU128,2025-09-21,SKU128,364,792.5
SO263SKU129,2025-09-21,SKU129,297,1346.25
SO264SKU100,2025-09-22,SKU100,416,2161.25
SO264SKU101,2025-09-22,SKU101,98,1245.0
SO264SKU102,2025-09-22,SKU102,267,772.5
SO264SKU103,2025-09-22,SKU103,564,2328.75
SO264SKU104,2025-09-22,SKU104,116,636.25
SO264SKU105,2025-09-22,SKU105,140,1347.5
SO264SKU106,2025-09-22,SKU106,388,1293.75
SO264SKU107,2025-09-22,SKU107,243,1920.0
SO264SKU108,2025-09-22,SKU108,320,2440.0
SO264SKU109,2025-09-22,SKU109,565,2242.5
SO264SKU110,2025-09-22,SKU110,380,1747.5
SO264SKU111,2025-09-22,SKU111,519,1343.75
SO264SKU112,2025-09-22,SKU112,501,1787.5
SO264SKU113,2025-09-22,SKU113,231,2497.5
SO264SKU114,2025-09-22,SKU114,121,1300.0
SO264SKU115,2025-09-22,SKU115,172,866.25
SO264SKU116,2025-09-22,SKU116,143,491.25
SO264SKU117,2025-09-22,SKU117,205,2353.75
SO264SKU118,2025-09-22,SKU118,256,578.75
SO264SKU119,2025-09-22,SKU119,482,632.5
SO264SKU120,2025-09-22,SKU120,431,1086.25
SO264SKU121,2025-09-22,SKU121,101,2001.25
SO264SKU122,2025-09-22,SKU122,516,791.25
SO264SKU123,2025-09-22,SKU123,561,1283.75
SO264SKU124,2025-09-22,SKU124,235,2090.0
SO264SKU125,2025-09-22,SKU125,262,2171.25
SO264SKU126,2025-09-22,SKU126,534,1933.75
SO264SKU127,2025-09-22,SKU127,423,1741.25
SO264SKU128,2025-09-22,SKU128,272,792.5
SO264SKU129,2025-09-22,SKU129,438,1346.25
SO265SKU100,2025-09-23,SKU100,538,2161.25
SO265SKU101,2025-09-23,SKU101,532,1245.0
SO265SKU102,2025-09-23,SKU102,496,772.5
SO265SKU103,2025-09-23,SKU103,189,2328.75
SO265SKU104,2025-09-23,SKU104,481,636.25
SO265SKU105,2025-09-23,SKU105,185,1347.5
SO265SKU106,2025-09-23,SKU106,407,1293.75
SO265SKU107,2025-09-23,SKU107,219,1920.0
SO265SKU108,2025-09-23,SKU108,116,2440.0
SO265SKU109,2025-09-23,SKU109,293,2242.5
SO265SKU110,2025-09-23,SKU110,492,1747.5
SO265SKU111,2025-09-23,SKU111,332,1343.75
SO265SKU112,2025-09-23,SKU112,450,1787.5
SO265SKU113,2025-09-23,SKU113,563,2497.5
SO265SKU114,2025-09-23,SKU114,523,1300.0
SO265SKU115,2025-09-23,SKU115,430,866.25
SO265SKU116,2025-09-23,SKU116,227,491.25
SO265SKU117,2025-09-23,SKU117,372,2353.75
SO265SKU118,2025-09-23,SKU118,555,578.75
SO265SKU119,2025-09-23,SKU119,185,632.5
SO265SKU120,2025-09-23,SKU120,379,1086.25
SO265SKU121,2025-09-23,SKU121,254,2001.25
SO265SKU122,2025-09-23,SKU122,507,791.25
SO265SKU123,2025-09-23,SKU123,494,1283.75
SO265SKU124,2025-09-23,SKU124,353,2090.0
SO265SKU125,2025-09-23,SKU125,532,2171.25
SO265SKU126,2025-09-23,SKU126,381,1933.75
SO265SKU127,2025-09-23,SKU127,249,1741.25
SO265SKU128,2025-09-23,SKU128,278,792.5
SO265SKU129,2025-09-23,SKU129,469,1346.25
SO266SKU100,2025-09-24,SKU100,324,2161.25
SO266SKU101,2025-09-24,SKU101,538,1245.0
SO266SKU102,2025-09-24,SKU102,474,772.5
SO266SKU103,2025-09-24,SKU103,256,2328.75
SO266SKU104,2025-09-24,SKU104,538,636.25
SO266SKU105,2025-09-24,SKU105,271,1347.5
SO266SKU106,2025-09-24,SKU106,373,1293.75
SO266SKU107,2025-09-24,SKU107,425,1920.0
SO266SKU108,2025-09-24,SKU108,477,2440.0
SO266SKU109,2025-09-24,SKU109,464,2242.5
SO266SKU110,2025-09-24,SKU110,96,1747.5
SO266SKU111,2025-09-24,SKU111,267,1343.75
SO266SKU112,2025-09-24,SKU112,287,1787.5
SO266SKU113,2025-09-24,SKU113,233,2497.5
SO266SKU114,2025-09-24,SKU114,326,1300.0
SO266SKU115,2025-09-24,SKU115,295,866.25
SO266SKU116,2025-09-24,SKU116,101,491.25
SO266SKU117,2025-09-24,SKU117,323,2353.75
SO266SKU118,2025-09-24,SKU118,248,578.75
SO266SKU119,2025-09-24,SKU119,503,632.5
SO266SKU120,2025-09-24,SKU120,462,1086.25
SO266SKU121,2025-09-24,SKU121,501,2001.25
SO266SKU122,2025-09-24,SKU122,428,791.25
SO266SKU123,2025-09-24,SKU123,181,1283.75
SO266SKU124,2025-09-24,SKU124,353,2090.0
SO266SKU125,2025-09-24,SKU125,564,2171.25
SO266SKU126,2025-09-24,SKU126,192,1933.75
SO266SKU127,2025-09-24,SKU127,516,1741.25
SO266SKU128,2025-09-24,SKU128,478,792.5
SO266SKU129,2025-09-24,SKU129,103,1346.25
SO267SKU100,2025-09-25,SKU100,248,2161.25
SO267SKU101,2025-09-25,SKU101,354,1245.0
SO267SKU102,2025-09-25,SKU102,374,772.5
SO267SKU103,2025-09-25,SKU103,552,2328.75
SO267SKU104,2025-09-25,SKU104,150,636.25
SO267SKU105,2025-09-25,SKU105,376,1347.5
SO267SKU106,2025-09-25,SKU106,428,1293.75
SO267SKU107,2025-09-25,SKU107,148,1920.0
SO267SKU108,2025-09-25,SKU108,188,2440.0
SO267SKU109,2025-09-25,SKU109,343,2242.5
SO267SKU110,2025-09-25,SKU110,196,1747.5
SO267SKU111,2025-09-25,SKU111,235,1343.75
SO267SKU112,2025-09-25,SKU112,481,1787.5
SO267SKU113,2025-09-25,SKU113,353,2497.5
SO267SKU114,2025-09-25,SKU114,279,1300.0
SO267SKU115,2025-09-25,SKU115,102,866.25
SO267SKU116,2025-09-25,SKU116,451,491.25
SO267SKU117,2025-09-25,SKU117,466,2353.75
SO267SKU118,2025-09-25,SKU118,346,578.75
SO267SKU119,2025-09-25,SKU119,151,632.5
SO267SKU120,2025-09-25,SKU120,423,1086.25
SO267SKU121,2025-09-25,SKU121,93,2001.25
SO267SKU122,2025-09-25,SKU122,451,791.25
SO267SKU123,2025-09-25,SKU123,330,1283.75
SO267SKU124,2025-09-25,SKU124,266,2090.0
SO267SKU125,2025-09-25,SKU125,303,2171.25
SO267SKU126,2025-09-25,SKU126,121,1933.75
SO267SKU127,2025-09-25,SKU127,287,1741.25
SO267SKU128,2025-09-25,SKU128,226,792.5
SO267SKU129,2025-09-25,SKU129,233,1346.25
SO268SKU100,2025-09-26,SKU100,273,2161.25
SO268SKU101,2025-09-26,SKU101,473,1245.0
SO268SKU102,2025-09-26,SKU102,482,772.5
SO268SKU103,2025-09-26,SKU103,177,2328.75
SO268SKU104,2025-09-26,SKU104,416,636.25
SO268SKU105,2025-09-26,SKU105,434,1347.5
SO268SKU106,2025-09-26,SKU106,531,1293.75
SO268SKU107,2025-09-26,SKU107,386,1920.0
SO268SKU108,2025-09-26,SKU108,117,2440.0
SO268SKU109,2025-09-26,SKU109,246,2242.5
SO268SKU110,2025-09-26,SKU110,205,1747.5
SO268SKU111,2025-09-26,SKU111,527,1343.75
SO268SKU112,2025-09-26,SKU112,353,1787.5
SO268SKU113,2025-09-26,SKU113,151,2497.5
SO268SKU114,2025-09-26,SKU114,464,1300.0
SO268SKU115,2025-09-26,SKU115,381,866.25
SO268SKU116,2025-09-26,SKU116,568,491.25
SO268SKU117,2025-09-26,SKU117,262,2353.75
SO268SKU118,2025-09-26,SKU118,279,578.75
SO268SKU119,2025-09-26,SKU119,510,632.5
SO268SKU120,2025-09-26,SKU120,511,1086.25
SO268SKU121,2025-09-26,SKU121,363,2001.25
SO268SKU122,2025-09-26,SKU122,319,791.25
SO268SKU123,2025-09-26,SKU123,296,1283.75
SO268SKU124,2025-09-26,SKU124,114,2090.0
SO268SKU125,2025-09-26,SKU125,112,2171.25
SO268SKU126,2025-09-26,SKU126,556,1933.75
SO268SKU127,2025-09-26,SKU127,379,1741.25
SO268SKU128,2025-09-26,SKU128,196,792.5
SO268SKU129,2025-09-26,SKU129,492,1346.25
SO269SKU100,2025-09-27,SKU100,308,2161.25
SO269SKU101,2025-09-27,SKU101,401,1245.0
SO269SKU102,2025-09-27,SKU102,125,772.5
SO269SKU103,2025-09-27,SKU103,408,2328.75
SO269SKU104,2025-09-27,SKU104,227,636.25
SO269SKU105,2025-09-27,SKU105,205,1347.5
SO269SKU106,2025-09-27,SKU106,203,1293.75
SO269SKU107,2025-09-27,SKU107,273,1920.0
SO269SKU108,2025-09-27,SKU108,453,2440.0
SO269SKU109,2025-09-27,SKU109,487,2242.5
SO269SKU110,2025-09-27,SKU110,510,1747.5
SO269SKU111,2025-09-27,SKU111,351,1343.75
SO269SKU112,2025-09-27,SKU112,500,1787.5
SO269SKU113,2025-09-27,SKU113,505,2497.5
SO269SKU114,2025-09-27,SKU114,482,1300.0
SO269SKU115,2025-09-27,SKU115,516,866.25
SO269SKU116,2025-09-27,SKU116,461,491.25
SO269SKU117,2025-09-27,SKU117,570,2353.75
SO269SKU118,2025-09-27,SKU118,194,578.75
SO269SKU119,2025-09-27,SKU119,485,632.5
SO269SKU120,2025-09-27,SKU120,568,1086.25
SO269SKU121,2025-09-27,SKU121,549,2001.25
SO269SKU122,2025-09-27,SKU122,389,791.25
SO269SKU123,2025-09-27,SKU123,343,1283.75
SO269SKU124,2025-09-27,SKU124,568,2090.0
SO269SKU125,2025-09-27,SKU125,560,2171.25
SO269SKU126,2025-09-27,SKU126,459,1933.75
SO269SKU127,2025-09-27,SKU127,185,1741.25
SO269SKU128,2025-09-27,SKU128,155,792.5
SO269SKU129,2025-09-27,SKU129,425,1346.25
SO270SKU100,2025-09-28,SKU100,256,2161.25
SO270SKU101,2025-09-28,SKU101,397,1245.0
SO270SKU102,2025-09-28,SKU102,482,772.5
SO270SKU103,2025-09-28,SKU103,141,2328.75
SO270SKU104,2025-09-28,SKU104,392,636.25
SO270SKU105,2025-09-28,SKU105,175,1347.5
SO270SKU106,2025-09-28,SKU106,472,1293.75
SO270SKU107,2025-09-28,SKU107,440,1920.0
SO270SKU108,2025-09-28,SKU108,393,2440.0
SO270SKU109,2025-09-28,SKU109,549,2242.5
SO270SKU110,2025-09-28,SKU110,139,1747.5
SO270SKU111,2025-09-28,SKU111,188,1343.75
SO270SKU112,2025-09-28,SKU112,480,1787.5
SO270SKU113,2025-09-28,SKU113,281,2497.5
SO270SKU114,2025-09-28,SKU114,148,1300.0
SO270SKU115,2025-09-28,SKU115,410,866.25
SO270SKU116,2025-09-28,SKU116,206,491.25
SO270SKU117,2025-09-28,SKU117,549,2353.75
SO270SKU118,2025-09-28,SKU118,376,578.75
SO270SKU119,2025-09-28,SKU119,339,632.5
SO270SKU120,2025-09-28,SKU120,155,1086.25
SO270SKU121,2025-09-28,SKU121,365,2001.25
SO270SKU122,2025-09-28,SKU122,311,791.25
SO270SKU123,2025-09-28,SKU123,376,1283.75
SO270SKU124,2025-09-28,SKU124,336,2090.0
SO270SKU125,2025-09-28,SKU125,178,2171.25
SO270SKU126,2025-09-28,SKU126,395,1933.75
SO270SKU127,2025-09-28,SKU127,267,1741.25
SO270SKU128,2025-09-28,SKU128,430,792.5
SO270SKU129,2025-09-28,SKU129,486,1346.25
SO271SKU100,2025-09-29,SKU100,560,2161.25
SO271SKU101,2025-09-29,SKU101,515,1245.0
SO271SKU102,2025-09-29,SKU102,100,772.5
SO271SKU103,2025-09-29,SKU103,570,2328.75
SO271SKU104,2025-09-29,SKU104,442,636.25
SO271SKU105,2025-09-29,SKU105,416,1347.5
SO271SKU106,2025-09-29,SKU106,428,1293.75
SO271SKU107,2025-09-29,SKU107,174,1920.0
SO271SKU108,2025-09-29,SKU108,363,2440.0
SO271SKU109,2025-09-29,SKU109,236,2242.5
SO271SKU110,2025-09-29,SKU110,325,1747.5
SO271SKU111,2025-09-29,SKU111,192,1343.75
SO271SKU112,2025-09-29,SKU112,194,1787.5
SO271SKU113,2025-09-29,SKU113,537,2497.5
SO271SKU114,2025-09-29,SKU114,359,1300.0
SO271SKU115,2025-09-29,SKU115,97,866.25
SO271SKU116,2025-09-29,SKU116,208,491.25
SO271SKU117,2025-09-29,SKU117,227,2353.75
SO271SKU118,2025-09-29,SKU118,493,578.75
SO271SKU119,2025-09-29,SKU119,94,632.5
SO271SKU120,2025-09-29,SKU120,564,1086.25
SO271SKU121,2025-09-29,SKU121,274,2001.25
SO271SKU122,2025-09-29,SKU122,428,791.25
SO271SKU123,2025-09-29,SKU123,294,1283.75
SO271SKU124,2025-09-29,SKU124,139,2090.0
SO271SKU125,2025-09-29,SKU125,411,2171.25
SO271SKU126,2025-09-29,SKU126,286,1933.75
SO271SKU127,2025-09-29,SKU127,507,1741.25
SO271SKU128,2025-09-29,SKU128,220,792.5
SO271SKU129,2025-09-29,SKU129,150,1346.25
SO272SKU100,2025-09-30,SKU100,240,2161.25
SO272SKU101,2025-09-30,SKU101,94,1245.0
SO272SKU102,2025-09-30,SKU102,409,772.5
SO272SKU103,2025-09-30,SKU103,418,2328.75
SO272SKU104,2025-09-30,SKU104,355,636.25
SO272SKU105,2025-09-30,SKU105,537,1347.5
SO272SKU106,2025-09-30,SKU106,364,1293.75
SO272SKU107,2025-09-30,SKU107,127,1920.0
SO272SKU108,2025-09-30,SKU108,273,2440.0
SO272SKU109,2025-09-30,SKU109,511,2242.5
SO272SKU110,2025-09-30,SKU110,489,1747.5
SO272SKU111,2025-09-30,SKU111,138,1343.75
SO272SKU112,2025-09-30,SKU112,231,1787.5
SO272SKU113,2025-09-30,SKU113,247,2497.5
SO272SKU114,2025-09-30,SKU114,516,1300.0
SO272SKU115,2025-09-30,SKU115,535,866.25
SO272SKU116,2025-09-30,SKU116,292,491.25
SO272SKU117,2025-09-30,SKU117,410,2353.75
SO272SKU118,2025-09-30,SKU118,117,578.75
SO272SKU119,2025-09-30,SKU119,349,632.5
SO272SKU120,2025-09-30,SKU120,159,1086.25
SO272SKU121,2025-09-30,SKU121,103,2001.25
SO272SKU122,2025-09-30,SKU122,376,791.25
SO272SKU123,2025-09-30,SKU123,434,1283.75
SO272SKU124,2025-09-30,SKU124,432,2090.0
SO272SKU125,2025-09-30,SKU125,372,2171.25
SO272SKU126,2025-09-30,SKU126,155,1933.75
SO272SKU127,2025-09-30,SKU127,322,1741.25
SO272SKU128,2025-09-30,SKU128,262,792.5
SO272SKU129,2025-09-30,SKU129,292,1346.25
SO273SKU100,2025-10-01,SKU100,391,2161.25
SO273SKU101,2025-10-01,SKU101,350,1245.0
SO273SKU102,2025-10-01,SKU102,85,772.5
SO273SKU103,2025-10-01,SKU103,382,2328.75
SO273SKU104,2025-10-01,SKU104,412,636.25
SO273SKU105,2025-10-01,SKU105,191,1347.5
SO273SKU106,2025-10-01,SKU106,360,1293.75
SO273SKU107,2025-10-01,SKU107,306,1920.0
SO273SKU108,2025-10-01,SKU108,385,2440.0
SO273SKU109,2025-10-01,SKU109,414,2242.5
SO273SKU110,2025-10-01,SKU110,288,1747.5
SO273SKU111,2025-10-01,SKU111,319,1343.75
SO273SKU112,2025-10-01,SKU112,468,1787.5
SO273SKU113,2025-10-01,SKU113,482,2497.5
SO273SKU114,2025-10-01,SKU114,202,1300.0
SO273SKU115,2025-10-01,SKU115,363,866.25
SO273SKU116,2025-10-01,SKU116,418,491.25
SO273SKU117,2025-10-01,SKU117,414,2353.75
SO273SKU118,2025-10-01,SKU118,163,578.75
SO273SKU119,2025-10-01,SKU119,477,632.5
SO273SKU120,2025-10-01,SKU120,395,1086.25
SO273SKU121,2025-10-01,SKU121,223,2001.25
SO273SKU122,2025-10-01,SKU122,442,791.25
SO273SKU123,2025-10-01,SKU123,212,1283.75
SO273SKU124,2025-10-01,SKU124,81,2090.0
SO273SKU125,2025-10-01,SKU125,146,2171.25
SO273SKU126,2025-10-01,SKU126,280,1933.75
SO273SKU127,2025-10-01,SKU127,236,1741.25
SO273SKU128,2025-10-01,SKU128,204,792.5
SO273SKU129,2025-10-01,SKU129,482,1346.25
SO274SKU100,2025-10-02,SKU100,239,2161.25
SO274SKU101,2025-10-02,SKU101,83,1245.0
SO274SKU102,2025-10-02,SKU102,469,772.5
SO274SKU103,2025-10-02,SKU103,250,2328.75
SO274SKU104,2025-10-02,SKU104,297,636.25
SO274SKU105,2025-10-02,SKU105,358,1347.5
SO274SKU106,2025-10-02,SKU106,101,1293.75
SO274SKU107,2025-10-02,SKU107,146,1920.0
SO274SKU108,2025-10-02,SKU108,118,2440.0
SO274SKU109,2025-10-02,SKU109,127,2242.5
SO274SKU110,2025-10-02,SKU110,246,1747.5
SO274SKU111,2025-10-02,SKU111,186,1343.75
SO274SKU112,2025-10-02,SKU112,147,1787.5
SO274SKU113,2025-10-02,SKU113,348,2497.5
SO274SKU114,2025-10-02,SKU114,345,1300.0
SO274SKU115,2025-10-02,SKU115,208,866.25
SO274SKU116,2025-10-02,SKU116,265,491.25
SO274SKU117,2025-10-02,SKU117,498,2353.75
SO274SKU118,2025-10-02,SKU118,280,578.75
SO274SKU119,2025-10-02,SKU119,84,632.5
SO274SKU120,2025-10-02,SKU120,365,1086.25
SO274SKU121,2025-10-02,SKU121,89,2001.25
SO274SKU122,2025-10-02,SKU122,171,791.25
SO274SKU123,2025-10-02,SKU123,430,1283.75
SO274SKU124,2025-10-02,SKU124,428,2090.0
SO274SKU125,2025-10-02,SKU125,465,2171.25
SO274SKU126,2025-10-02,SKU126,330,1933.75
SO274SKU127,2025-10-02,SKU127,219,1741.25
SO274SKU128,2025-10-02,SKU128,335,792.5
SO274SKU129,2025-10-02,SKU129,436,1346.25
SO275SKU100,2025-10-03,SKU100,197,2161.25
SO275SKU101,2025-10-03,SKU101,326,1245.0
SO275SKU102,2025-10-03,SKU102,456,772.5
SO275SKU103,2025-10-03,SKU103,86,2328.75
SO275SKU104,2025-10-03,SKU104,332,636.25
SO275SKU105,2025-10-03,SKU105,364,1347.5
SO275SKU106,2025-10-03,SKU106,409,1293.75
SO275SKU107,2025-10-03,SKU107,125,1920.0
SO275SKU108,2025-10-03,SKU108,384,2440.0
SO275SKU109,2025-10-03,SKU109,328,2242.5
SO275SKU110,2025-10-03,SKU110,352,1747.5
SO275SKU111,2025-10-03,SKU111,397,1343.75
SO275SKU112,2025-10-03,SKU112,266,1787.5
SO275SKU113,2025-10-03,SKU113,301,2497.5
