ReportID,FactoryID,SKUID,YieldPct,DefectPct
QR004523,FAC004,SKU113,99.66,1.56
QR004524,FAC005,SKU125,98.93,0.87
QR004525,FAC002,SKU121,96.69,2.25
QR004526,FAC005,SKU118,95.93,0.77
QR004527,FAC005,SKU127,99.5,2.0
QR004528,FAC003,SKU129,95.53,2.46
QR004529,FAC005,SKU122,95.98,2.68
QR004530,FAC006,SKU126,97.15,2.36
QR004531,FAC004,SKU113,98.59,3.0
QR004532,FAC003,SKU109,95.03,0.72
QR004533,FAC005,SKU106,98.39,0.29
QR004534,FAC005,SKU111,96.48,1.44
QR004535,FAC005,SKU122,95.42,1.64
QR004536,FAC003,SKU125,97.74,1.56
QR004537,FAC004,SKU110,97.57,0.31
QR004538,FAC005,SKU103,95.34,1.52
QR004539,FAC002,SKU121,98.7,2.82
QR004540,FAC004,SKU102,99.25,2.98
QR004541,FAC001,SKU124,98.64,1.97
QR004542,FAC003,SKU119,95.75,1.39
QR004543,FAC004,SKU123,95.77,2.76
QR004544,FAC001,SKU121,95.9,2.4
QR004545,FAC006,SKU120,98.59,1.28
QR004546,FAC002,SKU106,96.64,1.41
QR004547,FAC004,SKU128,98.42,2.5
QR004548,FAC001,SKU129,95.76,0.68
QR004549,FAC005,SKU122,99.88,1.71
QR004550,FAC002,SKU122,97.91,1.42
QR004551,FAC001,SKU129,98.17,2.36
QR004552,FAC002,SKU126,99.62,1.01
QR004553,FAC005,SKU122,96.35,2.82
QR004554,FAC002,SKU127,99.73,2.68
QR004555,FAC004,SKU120,97.15,2.76
QR004556,FAC004,SKU128,95.2,1.71
QR004557,FAC003,SKU115,95.16,1.51
QR004558,FAC004,SKU117,98.27,0.06
QR004559,FAC004,SKU105,97.85,0.87
QR004560,FAC002,SKU108,95.43,1.89
QR004561,FAC004,SKU111,97.46,0.9
QR004562,FAC005,SKU103,97.15,0.9
QR004563,FAC006,SKU124,98.82,2.49
QR004564,FAC002,SKU107,98.07,0.96
QR004565,FAC003,SKU128,96.79,0.49
QR004566,FAC003,SKU129,95.86,1.63
QR004567,FAC004,SKU102,98.91,1.85
QR004568,FAC004,SKU100,96.76,1.66
QR004569,FAC002,SKU111,99.18,2.98
QR004570,FAC005,SKU128,98.26,0.34
QR004571,FAC001,SKU128,98.98,1.34
QR004572,FAC006,SKU102,98.56,2.06
QR004573,FAC006,SKU114,95.26,2.73
QR004574,FAC004,SKU111,99.27,2.56
QR004575,FAC003,SKU100,98.43,1.39
QR004576,FAC006,SKU129,96.48,0.44
QR004577,FAC004,SKU119,99.18,2.09
QR004578,FAC002,SKU110,95.9,0.55
QR004579,FAC005,SKU104,97.51,0.1
QR004580,FAC002,SKU123,96.88,2.11
QR004581,FAC002,SKU116,97.62,2.34
QR004582,FAC003,SKU102,98.45,1.95
QR004583,FAC002,SKU112,96.79,0.23
QR004584,FAC004,SKU113,97.89,1.37
QR004585,FAC006,SKU126,97.14,1.97
QR004586,FAC004,SKU105,95.95,1.1
QR004587,FAC001,SKU107,95.8,2.54
QR004588,FAC001,SKU103,96.37,0.15
QR004589,FAC005,SKU116,95.46,2.17
QR004590,FAC002,SKU121,95.38,1.44
QR004591,FAC005,SKU119,96.22,2.84
QR004592,FAC002,SKU116,98.38,1.71
QR004593,FAC002,SKU114,96.32,0.72
QR004594,FAC002,SKU123,98.59,2.34
QR004595,FAC001,SKU114,95.06,2.49
QR004596,FAC003,SKU105,98.99,0.8
QR004597,FAC004,SKU114,97.29,0.41
QR004598,FAC005,SKU125,96.2,0.3
QR004599,FAC002,SKU116,96.76,2.91
QR004600,FAC006,SKU116,96.92,2.25
QR004601,FAC003,SKU107,95.48,2.17
QR004602,FAC003,SKU118,95.02,1.69
QR004603,FAC004,SKU107,99.25,1.52
QR004604,FAC002,SKU107,95.53,0.59
QR004605,FAC005,SKU116,98.53,1.19
QR004606,FAC006,SKU107,98.04,1.35
QR004607,FAC001,SKU110,95.77,1.32
QR004608,FAC005,SKU124,95.81,1.12
QR004609,FAC004,SKU117,98.43,1.44
QR004610,FAC003,SKU125,97.87,1.05
QR004611,FAC006,SKU119,99.12,2.46
QR004612,FAC005,SKU100,99.53,2.24
QR004613,FAC002,SKU100,96.86,0.35
QR004614,FAC006,SKU113,98.08,2.71
QR004615,FAC006,SKU118,99.58,1.01
QR004616,FAC004,SKU118,98.07,0.62
QR004617,FAC002,SKU120,96.97,0.28
QR004618,FAC004,SKU119,98.13,2.01
QR004619,FAC005,SKU106,99.1,1.34
QR004620,FAC001,SKU121,99.1,0.07
QR004621,FAC003,SKU126,95.2,0.8
QR004622,FAC005,SKU119,97.6,1.27
QR004623,FAC006,SKU128,97.0,0.86
QR004624,FAC003,SKU124,99.81,1.73
QR004625,FAC005,SKU106,96.37,2.75
QR004626,FAC003,SKU119,97.25,2.8
QR004627,FAC005,SKU129,95.11,2.8
QR004628,FAC001,SKU119,99.67,0.74
QR004629,FAC003,SKU123,97.03,2.33
QR004630,FAC003,SKU104,99.12,1.38
QR004631,FAC001,SKU112,98.23,2.81
QR004632,FAC003,SKU127,99.62,0.05
QR004633,FAC001,SKU102,95.36,2.24
QR004634,FAC006,SKU103,99.25,2.4
QR004635,FAC006,SKU126,98.51,2.41
QR004636,FAC001,SKU120,97.25,1.08
QR004637,FAC002,SKU126,99.54,2.1
QR004638,FAC001,SKU113,95.96,2.04
QR004639,FAC006,SKU106,99.84,0.52
QR004640,FAC004,SKU112,95.38,1.54
QR004641,FAC003,SKU128,97.41,1.84
QR004642,FAC001,SKU104,99.8,2.12
QR004643,FAC004,SKU113,96.98,1.71
QR004644,FAC003,SKU111,96.95,2.5
QR004645,FAC004,SKU109,98.23,2.96
QR004646,FAC005,SKU112,97.96,1.48
QR004647,FAC006,SKU111,98.13,1.22
QR004648,FAC006,SKU118,97.4,2.88
QR004649,FAC006,SKU127,98.95,0.55
QR004650,FAC004,SKU108,96.84,1.14
QR004651,FAC006,SKU122,95.6,2.95
QR004652,FAC006,SKU114,98.56,2.71
QR004653,FAC004,SKU119,99.82,1.27
QR004654,FAC001,SKU126,97.17,0.3
QR004655,FAC001,SKU106,99.76,1.1
QR004656,FAC002,SKU120,95.99,1.78
QR004657,FAC002,SKU110,99.07,1.39
QR004658,FAC006,SKU115,99.52,2.9
QR004659,FAC006,SKU115,95.72,0.81
QR004660,FAC004,SKU117,99.28,1.78
QR004661,FAC005,SKU106,97.52,0.18
QR004662,FAC004,SKU114,98.77,2.35
QR004663,FAC001,SKU120,95.34,1.74
QR004664,FAC001,SKU112,99.17,1.31
QR004665,FAC006,SKU127,99.78,0.18
QR004666,FAC002,SKU108,97.79,0.22
QR004667,FAC001,SKU121,95.6,2.9
QR004668,FAC004,SKU118,95.69,0.68
QR004669,FAC003,SKU115,98.2,1.51
QR004670,FAC002,SKU124,95.95,2.42
QR004671,FAC001,SKU129,96.94,0.24
QR004672,FAC001,SKU119,95.08,1.28
QR004673,FAC001,SKU112,99.51,0.18
QR004674,FAC002,SKU118,99.68,0.69
QR004675,FAC005,SKU111,96.69,0.66
QR004676,FAC002,SKU110,95.6,2.92
QR004677,FAC001,SKU121,98.88,1.29
QR004678,FAC006,SKU101,96.31,1.02
QR004679,FAC005,SKU100,96.67,0.17
QR004680,FAC005,SKU119,99.28,1.72
QR004681,FAC003,SKU113,98.57,0.37
QR004682,FAC001,SKU110,95.44,0.46
QR004683,FAC001,SKU100,99.06,2.03
QR004684,FAC001,SKU116,98.25,2.72
QR004685,FAC006,SKU115,95.73,0.23
QR004686,FAC001,SKU125,95.69,1.88
QR004687,FAC006,SKU107,96.08,2.63
QR004688,FAC004,SKU119,97.82,2.97
QR004689,FAC003,SKU112,95.12,2.07
QR004690,FAC003,SKU103,98.54,1.55
QR004691,FAC005,SKU111,99.61,1.69
QR004692,FAC003,SKU117,99.6,2.21
QR004693,FAC003,SKU105,97.1,0.1
QR004694,FAC002,SKU110,98.28,0.99
QR004695,FAC003,SKU123,96.67,0.48
QR004696,FAC001,SKU107,99.13,1.4
QR004697,FAC001,SKU113,99.5,1.03
QR004698,FAC005,SKU107,95.0,2.57
QR004699,FAC005,SKU109,95.93,0.91
QR004700,FAC002,SKU119,96.37,2.25
QR004701,FAC006,SKU129,95.75,1.15
QR004702,FAC006,SKU107,95.93,0.99
QR004703,FAC002,SKU104,98.73,2.07
QR004704,FAC003,SKU128,97.59,1.15
QR004705,FAC005,SKU102,97.68,2.34
QR004706,FAC005,SKU128,97.38,0.85
QR004707,FAC004,SKU101,95.29,2.15
QR004708,FAC001,SKU106,98.99,1.8
QR004709,FAC003,SKU109,99.16,1.97
QR004710,FAC005,SKU128,98.99,2.84
QR004711,FAC005,SKU107,99.01,2.78
QR004712,FAC003,SKU125,96.68,1.29
QR004713,FAC005,SKU115,96.63,1.5
QR004714,FAC004,SKU113,96.55,2.28
QR004715,FAC002,SKU125,98.53,2.84
QR004716,FAC006,SKU126,97.91,0.71
QR004717,FAC003,SKU123,98.65,1.5
QR004718,FAC005,SKU114,95.58,0.28
QR004719,FAC002,SKU125,98.61,1.18
QR004720,FAC006,SKU125,99.53,2.33
QR004721,FAC002,SKU122,99.16,1.34
QR004722,FAC002,SKU106,96.43,1.18
QR004723,FAC004,SKU102,96.5,1.52
QR004724,FAC006,SKU125,97.49,0.83
QR004725,FAC001,SKU114,95.82,1.81
QR004726,FAC003,SKU127,99.85,0.9
QR004727,FAC002,SKU127,95.93,1.63
QR004728,FAC001,SKU116,96.73,2.76
QR004729,FAC002,SKU126,96.61,1.51
QR004730,FAC006,SKU108,97.46,2.47
QR004731,FAC002,SKU116,95.88,1.61
QR004732,FAC004,SKU121,98.11,1.61
QR004733,FAC002,SKU104,97.71,0.39
QR004734,FAC002,SKU122,99.54,0.86
QR004735,FAC006,SKU119,95.29,2.9
QR004736,FAC003,SKU122,97.65,2.5
QR004737,FAC001,SKU129,96.64,1.77
QR004738,FAC003,SKU113,96.98,2.0
QR004739,FAC002,SKU102,98.0,0.86
QR004740,FAC003,SKU115,98.49,2.65
QR004741,FAC005,SKU121,99.37,1.04
QR004742,FAC002,SKU129,95.33,0.7
QR004743,FAC005,SKU128,98.37,2.78
QR004744,FAC003,SKU100,96.43,2.95
QR004745,FAC001,SKU102,99.39,1.72
QR004746,FAC006,SKU115,99.74,1.43
QR004747,FAC004,SKU117,98.88,0.13
QR004748,FAC006,SKU109,95.73,0.46
QR004749,FAC001,SKU104,96.23,2.77
QR004750,FAC003,SKU111,95.14,0.18
QR004751,FAC006,SKU124,96.85,1.29
QR004752,FAC001,SKU105,97.31,2.77
QR004753,FAC006,SKU116,98.83,0.35
QR004754,FAC006,SKU128,98.89,0.96
QR004755,FAC006,SKU117,98.44,1.76
QR004756,FAC002,SKU124,97.8,2.05
QR004757,FAC002,SKU108,99.61,1.23
QR004758,FAC005,SKU108,95.06,0.13
QR004759,FAC004,SKU118,99.53,0.91
QR004760,FAC006,SKU107,96.55,2.05
QR004761,FAC002,SKU121,98.08,2.47
QR004762,FAC004,SKU120,98.49,1.19
QR004763,FAC005,SKU110,96.88,1.49
QR004764,FAC005,SKU104,97.61,2.92
QR004765,FAC002,SKU100,99.66,0.99
QR004766,FAC003,SKU113,96.02,2.2
QR004767,FAC001,SKU125,96.74,1.69
QR004768,FAC004,SKU110,97.1,2.71
QR004769,FAC004,SKU112,97.35,2.58
QR004770,FAC001,SKU116,95.61,0.53
QR004771,FAC006,SKU102,95.34,2.91
QR004772,FAC004,SKU129,99.51,0.42
QR004773,FAC003,SKU123,98.18,1.35
QR004774,FAC003,SKU110,95.27,0.89
QR004775,FAC002,SKU120,99.0,1.17
QR004776,FAC005,SKU124,95.23,1.79
QR004777,FAC002,SKU106,98.97,0.44
QR004778,FAC004,SKU117,98.29,2.87
QR004779,FAC004,SKU126,96.83,0.85
QR004780,FAC004,SKU128,95.2,0.96
QR004781,FAC001,SKU122,99.47,2.55
QR004782,FAC002,SKU119,96.55,2.65
QR004783,FAC006,SKU114,98.86,0.84
QR004784,FAC006,SKU110,97.4,2.55
QR004785,FAC005,SKU111,96.01,2.77
QR004786,FAC001,SKU117,95.79,2.67
QR004787,FAC006,SKU120,98.37,0.99
QR004788,FAC004,SKU116,97.82,1.16
QR004789,FAC005,SKU108,99.74,2.44
QR004790,FAC002,SKU129,96.03,0.06
QR004791,FAC006,SKU117,96.89,2.11
QR004792,FAC004,SKU123,97.02,1.56
QR004793,FAC006,SKU125,97.03,0.41
QR004794,FAC002,SKU115,99.14,0.95
QR004795,FAC004,SKU111,98.8,2.84
QR004796,FAC002,SKU124,95.98,1.07
QR004797,FAC001,SKU109,96.62,0.64
QR004798,FAC006,SKU126,95.45,2.53
QR004799,FAC002,SKU115,98.74,2.77
QR004800,FAC003,SKU105,99.58,1.6
QR004801,FAC001,SKU104,97.27,1.26
QR004802,FAC001,SKU104,98.79,2.33
QR004803,FAC003,SKU118,95.08,2.35
QR004804,FAC004,SKU100,96.2,0.23
QR004805,FAC004,SKU110,95.68,0.74
QR004806,FAC006,SKU109,95.78,1.48
QR004807,FAC004,SKU122,96.18,1.46
QR004808,FAC002,SKU104,96.22,0.42
QR004809,FAC003,SKU102,98.8,1.62
QR004810,FAC003,SKU127,96.82,1.85
QR004811,FAC006,SKU122,96.71,0.26
QR004812,FAC005,SKU126,95.69,2.13
QR004813,FAC004,SKU105,95.47,0.23
QR004814,FAC002,SKU106,95.46,2.53
QR004815,FAC005,SKU128,99.6,2.88
QR004816,FAC005,SKU109,99.79,1.78
QR004817,FAC004,SKU118,98.09,1.84
QR004818,FAC002,SKU101,95.06,0.6
QR004819,FAC006,SKU122,98.49,0.19
QR004820,FAC006,SKU118,98.72,1.71
QR004821,FAC004,SKU126,97.92,1.75
QR004822,FAC001,SKU101,99.65,0.11
QR004823,FAC003,SKU119,95.99,2.66
QR004824,FAC005,SKU123,96.17,0.92
QR004825,FAC002,SKU113,95.95,0.76
QR004826,FAC006,SKU110,98.54,0.36
QR004827,FAC004,SKU101,97.71,0.31
QR004828,FAC002,SKU124,98.63,1.58
QR004829,FAC003,SKU114,98.83,1.64
QR004830,FAC001,SKU101,98.62,2.51
QR004831,FAC006,SKU124,95.95,0.56
QR004832,FAC005,SKU111,95.45,2.34
QR004833,FAC006,SKU128,95.42,2.39
QR004834,FAC004,SKU119,97.85,1.7
QR004835,FAC005,SKU124,97.33,0.59
QR004836,FAC004,SKU114,97.1,1.24
QR004837,FAC002,SKU106,98.99,1.36
QR004838,FAC005,SKU110,98.54,0.9
QR004839,FAC004,SKU112,99.48,1.67
QR004840,FAC004,SKU108,97.76,0.88
QR004841,FAC001,SKU115,96.17,1.13
QR004842,FAC003,SKU124,95.63,0.53
QR004843,FAC005,SKU115,98.34,1.12
QR004844,FAC005,SKU106,98.28,2.21
QR004845,FAC001,SKU101,99.36,2.09
QR004846,FAC005,SKU102,95.67,2.38
QR004847,FAC002,SKU120,99.12,1.89
QR004848,FAC001,SKU120,96.44,1.51
QR004849,FAC005,SKU122,95.34,0.1
QR004850,FAC003,SKU119,99.75,1.1
QR004851,FAC004,SKU115,95.18,0.64
QR004852,FAC005,SKU111,98.94,1.35
QR004853,FAC003,SKU127,99.62,0.45
QR004854,FAC006,SKU112,95.89,0.9
QR004855,FAC005,SKU107,96.6,0.12
QR004856,FAC003,SKU121,99.67,2.19
QR004857,FAC003,SKU109,97.62,0.2
QR004858,FAC002,SKU127,99.07,0.7
QR004859,FAC005,SKU127,99.04,1.83
QR004860,FAC003,SKU102,95.98,0.2
QR004861,FAC003,SKU124,98.16,1.35
QR004862,FAC004,SKU115,97.21,1.24
QR004863,FAC006,SKU109,97.87,1.79
QR004864,FAC001,SKU112,98.73,0.27
QR004865,FAC002,SKU102,98.39,2.11
QR004866,FAC001,SKU110,98.28,0.99
QR004867,FAC003,SKU127,96.16,1.74
QR004868,FAC003,SKU112,98.71,0.23
QR004869,FAC001,SKU109,95.15,0.2
QR004870,FAC002,SKU108,97.69,0.36
QR004871,FAC006,SKU104,95.27,0.11
QR004872,FAC004,SKU120,99.77,1.24
QR004873,FAC003,SKU101,99.66,0.93
QR004874,FAC003,SKU110,95.96,2.61
QR004875,FAC003,SKU123,95.4,1.27
QR004876,FAC003,SKU110,96.96,1.04
QR004877,FAC003,SKU111,98.26,1.36
QR004878,FAC004,SKU113,95.77,2.58
QR004879,FAC005,SKU111,98.35,0.1
QR004880,FAC005,SKU123,99.48,2.36
QR004881,FAC006,SKU118,99.45,1.7
QR004882,FAC003,SKU105,98.06,2.69
QR004883,FAC004,SKU122,96.55,0.38
QR004884,FAC006,SKU117,95.18,1.48
QR004885,FAC002,SKU111,95.27,2.54
QR004886,FAC006,SKU127,98.32,2.47
QR004887,FAC003,SKU126,97.84,1.65
QR004888,FAC006,SKU129,98.42,1.1
QR004889,FAC005,SKU102,99.57,0.83
QR004890,FAC006,SKU112,95.06,2.9
QR004891,FAC002,SKU112,95.88,0.41
QR004892,FAC001,SKU116,99.57,0.7
QR004893,FAC006,SKU122,97.31,2.5
QR004894,FAC006,SKU102,98.93,0.22
QR004895,FAC004,SKU121,99.52,0.24
QR004896,FAC002,SKU113,96.82,0.21
QR004897,FAC001,SKU110,97.28,1.92
QR004898,FAC001,SKU114,99.77,1.81
QR004899,FAC004,SKU105,99.47,1.37
QR004900,FAC001,SKU121,99.26,0.51
QR004901,FAC002,SKU124,98.66,2.5
QR004902,FAC005,SKU104,98.38,1.06
QR004903,FAC005,SKU108,98.37,1.17
QR004904,FAC001,SKU117,97.82,2.93
QR004905,FAC002,SKU126,95.6,0.78
QR004906,FAC002,SKU109,95.55,0.62
QR004907,FAC002,SKU114,99.4,2.45
QR004908,FAC003,SKU104,95.52,2.81
QR004909,FAC004,SKU120,95.13,2.98
QR004910,FAC006,SKU119,97.0,2.22
QR004911,FAC002,SKU116,97.29,1.1
QR004912,FAC001,SKU123,95.26,2.57
QR004913,FAC004,SKU108,97.25,0.94
QR004914,FAC002,SKU123,96.1,2.58
QR004915,FAC005,SKU112,97.2,1.32
QR004916,FAC002,SKU115,96.1,1.2
QR004917,FAC002,SKU104,95.08,2.71
QR004918,FAC004,SKU115,99.62,0.89
QR004919,FAC003,SKU117,96.3,0.34
QR004920,FAC004,SKU105,95.74,1.31
QR004921,FAC004,SKU120,95.41,1.21
QR004922,FAC006,SKU112,97.32,2.27
QR004923,FAC005,SKU120,96.31,0.12
QR004924,FAC004,SKU102,96.12,1.5
QR004925,FAC004,SKU117,95.16,1.96
QR004926,FAC004,SKU108,98.63,2.77
QR004927,FAC001,SKU102,95.17,0.78
QR004928,FAC005,SKU100,98.39,1.65
QR004929,FAC005,SKU129,97.07,2.85
QR004930,FAC005,SKU115,98.97,0.32
QR004931,FAC003,SKU114,96.42,2.08
QR004932,FAC002,SKU126,96.59,0.44
QR004933,FAC001,SKU120,97.99,2.01
QR004934,FAC001,SKU122,96.71,2.43
QR004935,FAC001,SKU121,98.92,2.42
QR004936,FAC003,SKU128,95.3,2.59
QR004937,FAC004,SKU129,98.53,2.9
QR004938,FAC003,SKU117,99.02,2.62
QR004939,FAC004,SKU108,95.84,0.87
QR004940,FAC003,SKU115,95.87,2.24
QR004941,FAC005,SKU105,97.3,2.52
QR004942,FAC006,SKU121,95.82,0.06
QR004943,FAC003,SKU103,95.1,0.2
QR004944,FAC006,SKU112,96.19,2.32
QR004945,FAC006,SKU126,95.8,0.95
QR004946,FAC002,SKU123,99.77,1.98
QR004947,FAC004,SKU125,96.12,1.43
QR004948,FAC001,SKU127,99.38,2.43
QR004949,FAC002,SKU117,99.44,1.42
QR004950,FAC004,SKU111,95.58,1.52
QR004951,FAC006,SKU113,98.56,0.94
QR004952,FAC004,SKU100,95.9,2.92
QR004953,FAC001,SKU120,98.3,1.05
QR004954,FAC006,SKU108,97.21,0.88
QR004955,FAC003,SKU122,95.81,2.69
QR004956,FAC006,SKU106,99.0,0.69
QR004957,FAC004,SKU118,99.64,2.87
QR004958,FAC002,SKU125,98.25,2.06
QR004959,FAC005,SKU109,97.33,0.05
QR004960,FAC004,SKU106,96.52,1.65
QR004961,FAC005,SKU111,95.4,1.34
QR004962,FAC005,SKU100,96.34,1.37
QR004963,FAC006,SKU124,98.1,2.95
QR004964,FAC006,SKU124,98.71,1.91
QR004965,FAC002,SKU113,97.78,0.53
QR004966,FAC003,SKU104,96.49,0.33
QR004967,FAC001,SKU107,95.55,2.17
QR004968,FAC001,SKU120,96.74,0.59
QR004969,FAC005,SKU117,96.22,0.54
QR004970,FAC003,SKU123,95.09,1.44
QR004971,FAC003,SKU111,99.87,0.21
QR004972,FAC002,SKU109,96.99,2.73
QR004973,FAC003,SKU129,97.55,1.69
QR004974,FAC006,SKU129,98.9,2.47
QR004975,FAC002,SKU129,96.92,1.51
QR004976,FAC005,SKU124,99.12,0.16
QR004977,FAC006,SKU100,95.74,1.32
QR004978,FAC002,SKU118,95.08,0.33
QR004979,FAC005,SKU121,97.59,0.5
QR004980,FAC006,SKU128,95.05,2.8
QR004981,FAC004,SKU129,96.5,0.83
QR004982,FAC006,SKU127,95.3,2.37
QR004983,FAC001,SKU127,96.71,0.36
QR004984,FAC004,SKU104,96.81,1.08
QR004985,FAC003,SKU120,97.07,0.66
QR004986,FAC002,SKU117,98.98,2.62
QR004987,FAC003,SKU110,99.02,0.13
QR004988,FAC005,SKU105,97.82,0.97
QR004989,FAC006,SKU115,98.9,1.34
QR004990,FAC003,SKU108,95.71,0.95
QR004991,FAC003,SKU110,98.95,1.78
QR004992,FAC001,SKU106,96.55,1.56
QR004993,FAC002,SKU102,96.84,1.19
QR004994,FAC004,SKU113,99.45,1.92
QR004995,FAC005,SKU128,98.95,2.16
QR004996,FAC001,SKU103,97.27,2.74
QR004997,FAC002,SKU122,99.52,2.68
QR004998,FAC001,SKU115,97.71,1.17
QR004999,FAC002,SKU103,95.54,2.0
QR005000,FAC001,SKU102,98.9,2.96
QR005001,FAC004,SKU101,95.92,2.89
QR005002,FAC001,SKU112,95.99,1.64
QR005003,FAC004,SKU123,98.63,2.23
QR005004,FAC006,SKU128,96.07,0.46
QR005005,FAC003,SKU129,97.04,0.93
QR005006,FAC004,SKU111,97.9,0.58
QR005007,FAC006,SKU124,95.48,1.3
QR005008,FAC001,SKU100,98.13,1.29
QR005009,FAC005,SKU100,98.74,0.32
QR005010,FAC002,SKU110,96.7,0.56
QR005011,FAC001,SKU110,99.42,0.38
QR005012,FAC004,SKU107,95.32,1.43
QR005013,FAC001,SKU102,96.54,1.47
QR005014,FAC002,SKU120,97.64,2.18
QR005015,FAC002,SKU115,95.73,0.1
QR005016,FAC003,SKU127,98.96,1.74
QR005017,FAC001,SKU117,97.99,1.32
QR005018,FAC003,SKU119,96.59,2.32
QR005019,FAC004,SKU102,98.36,2.17
QR005020,FAC001,SKU121,99.12,0.3
QR005021,FAC004,SKU109,98.75,1.04
QR005022,FAC005,SKU118,95.49,2.79
QR005023,FAC004,SKU110,98.11,2.75
QR005024,FAC005,SKU101,95.89,1.39
QR005025,FAC003,SKU127,96.28,2.83
QR005026,FAC005,SKU104,95.18,2.81
QR005027,FAC005,SKU101,97.44,1.69
QR005028,FAC002,SKU122,95.85,1.88
QR005029,FAC005,SKU109,96.12,0.87
QR005030,FAC006,SKU113,98.5,0.26
QR005031,FAC005,SKU105,96.02,1.38
QR005032,FAC004,SKU103,96.05,1.93
QR005033,FAC001,SKU108,99.84,1.35
QR005034,FAC005,SKU123,97.29,0.4
QR005035,FAC002,SKU114,96.57,0.26
QR005036,FAC006,SKU121,99.24,1.29
QR005037,FAC005,SKU119,97.12,2.53
QR005038,FAC006,SKU122,95.5,0.73
QR005039,FAC006,SKU117,99.03,1.39
QR005040,FAC002,SKU113,96.26,1.29
QR005041,FAC001,SKU105,97.75,1.48
QR005042,FAC005,SKU110,97.77,1.38
QR005043,FAC003,SKU123,96.0,1.56
QR005044,FAC001,SKU119,99.55,2.81
QR005045,FAC002,SKU125,97.84,2.16
QR005046,FAC004,SKU108,96.77,1.11
QR005047,FAC002,SKU128,96.61,0.47
QR005048,FAC004,SKU116,98.3,2.56
QR005049,FAC001,SKU104,95.47,1.32
QR005050,FAC006,SKU100,97.82,1.78
QR005051,FAC001,SKU112,96.76,2.09
QR005052,FAC004,SKU122,95.74,0.52
QR005053,FAC002,SKU102,96.48,2.46
QR005054,FAC004,SKU115,95.05,2.71
QR005055,FAC003,SKU120,97.87,1.08
QR005056,FAC002,SKU111,97.54,1.5
QR005057,FAC002,SKU127,97.89,2.65
QR005058,FAC006,SKU100,97.89,0.9
QR005059,FAC005,SKU103,97.27,2.72
QR005060,FAC003,SKU119,96.89,2.27
QR005061,FAC005,SKU110,96.35,0.22
QR005062,FAC006,SKU123,96.63,0.92
QR005063,FAC005,SKU103,95.41,2.14
QR005064,FAC005,SKU107,98.32,2.41
QR005065,FAC006,SKU107,98.33,1.03
QR005066,FAC003,SKU116,96.38,2.24
QR005067,FAC005,SKU113,96.57,1.11
QR005068,FAC004,SKU129,99.61,1.15
QR005069,FAC002,SKU115,99.68,0.99
QR005070,FAC004,SKU124,97.79,1.46
QR005071,FAC005,SKU122,95.75,0.87
QR005072,FAC002,SKU104,98.93,0.52
QR005073,FAC006,SKU123,97.26,1.88
QR005074,FAC005,SKU114,96.56,1.53
QR005075,FAC003,SKU109,95.79,2.02
QR005076,FAC004,SKU112,98.34,2.4
QR005077,FAC003,SKU124,95.78,0.45
QR005078,FAC003,SKU128,96.76,1.97
QR005079,FAC001,SKU106,99.08,2.3
QR005080,FAC003,SKU117,97.81,2.92
QR005081,FAC005,SKU116,98.5,0.49
QR005082,FAC006,SKU109,96.16,0.33
QR005083,FAC004,SKU107,97.29,2.01
QR005084,FAC006,SKU116,97.41,2.22
QR005085,FAC004,SKU107,97.65,1.13
QR005086,FAC006,SKU105,96.87,2.24
QR005087,FAC004,SKU117,97.3,1.91
QR005088,FAC003,SKU129,97.53,2.65
QR005089,FAC003,SKU121,99.68,2.97
QR005090,FAC006,SKU129,99.51,0.75
QR005091,FAC002,SKU126,95.95,1.69
QR005092,FAC006,SKU123,96.2,1.51
QR005093,FAC003,SKU118,96.39,0.14
QR005094,FAC005,SKU121,96.5,2.41
QR005095,FAC002,SKU124,99.04,2.54
QR005096,FAC001,SKU120,96.83,1.45
QR005097,FAC002,SKU119,96.14,1.44
QR005098,FAC002,SKU126,99.85,2.54
QR005099,FAC002,SKU111,97.42,2.78
QR005100,FAC005,SKU116,95.9,2.73
QR005101,FAC005,SKU114,97.8,0.2
QR005102,FAC003,SKU114,97.37,3.0
QR005103,FAC001,SKU121,99.66,1.23
QR005104,FAC006,SKU101,98.23,1.71
QR005105,FAC003,SKU119,98.99,1.94
QR005106,FAC003,SKU100,99.29,0.11
QR005107,FAC001,SKU123,98.91,2.38
QR005108,FAC006,SKU101,99.07,1.77
QR005109,FAC001,SKU121,97.33,1.03
QR005110,FAC003,SKU109,99.58,2.07
QR005111,FAC002,SKU117,98.0,1.29
QR005112,FAC004,SKU113,97.43,2.1
QR005113,FAC006,SKU101,99.64,0.59
QR005114,FAC003,SKU125,97.99,1.26
QR005115,FAC006,SKU101,95.56,3.0
QR005116,FAC006,SKU123,95.62,0.86
QR005117,FAC004,SKU122,99.17,2.8
QR005118,FAC003,SKU101,95.65,0.88
QR005119,FAC004,SKU119,99.39,0.74
QR005120,FAC004,SKU117,99.6,1.48
QR005121,FAC003,SKU126,96.83,1.44
QR005122,FAC003,SKU107,97.09,2.85
QR005123,FAC001,SKU113,95.97,1.47
QR005124,FAC003,SKU129,99.57,2.33
QR005125,FAC001,SKU122,95.44,2.9
QR005126,FAC003,SKU121,96.73,1.16
QR005127,FAC002,SKU107,95.52,0.54
QR005128,FAC006,SKU107,97.08,1.64
QR005129,FAC003,SKU105,98.28,0.77
