PO,SupplierID,ComponentID,Qty,OrderDate,LeadTimeDays
PO009648,SUP010,COMP004,10703,2025-03-20,6
PO009649,SUP004,COMP029,1150,2025-02-27,19
PO009650,SUP004,COMP011,8459,2025-05-15,3
PO009651,SUP004,COMP008,7659,2025-10-30,12
PO009652,SUP008,COMP018,4461,2025-05-14,5
PO009653,SUP009,COMP034,2307,2025-07-04,23
PO009654,SUP008,COMP028,14147,2025-12-12,14
PO009655,SUP002,COMP024,1496,2025-03-14,6
PO009656,SUP009,COMP026,4771,2025-06-24,22
PO009657,SUP009,COMP009,1908,2025-10-22,12
PO009658,SUP002,COMP024,1883,2025-09-01,16
PO009659,SUP004,COMP033,7193,2025-02-15,20
PO009660,SUP010,COMP002,9489,2025-06-29,12
PO009661,SUP001,COMP015,1509,2025-04-10,7
PO009662,SUP006,COMP015,6563,2025-06-15,13
PO009663,SUP010,COMP039,12359,2025-07-04,9
PO009664,SUP010,COMP029,3466,2025-01-06,25
PO009665,SUP006,COMP027,759,2025-01-02,23
PO009666,SUP007,COMP019,14424,2025-03-13,3
PO009667,SUP010,COMP012,14465,2025-03-14,14
PO009668,SUP010,COMP032,13753,2025-05-07,22
PO009669,SUP007,COMP030,13644,2025-01-25,17
PO009670,SUP002,COMP003,6875,2025-12-28,3
PO009671,SUP002,COMP006,12021,2025-04-30,23
PO009672,SUP001,COMP015,2724,2025-03-25,9
PO009673,SUP003,COMP016,6313,2025-12-30,12
PO009674,SUP004,COMP013,11772,2025-09-10,11
PO009675,SUP006,COMP014,13908,2025-08-09,25
PO009676,SUP006,COMP026,1116,2025-03-12,15
PO009677,SUP008,COMP020,14954,2025-02-21,8
PO009678,SUP002,COMP026,4112,2025-09-18,8
PO009679,SUP005,COMP021,10064,2025-07-15,8
PO009680,SUP003,COMP015,10674,2025-11-22,18
PO009681,SUP003,COMP018,11806,2025-10-03,11
PO009682,SUP004,COMP037,7506,2025-12-25,4
PO009683,SUP010,COMP038,6724,2025-12-24,4
PO009684,SUP008,COMP038,3617,2025-10-25,5
PO009685,SUP001,COMP023,2067,2025-06-30,23
PO009686,SUP001,COMP030,1642,2025-11-18,4
PO009687,SUP009,COMP005,7254,2025-07-09,9
PO009688,SUP006,COMP037,12061,2025-12-05,20
PO009689,SUP006,COMP005,13176,2025-07-06,23
PO009690,SUP004,COMP010,1515,2025-11-12,8
PO009691,SUP009,COMP015,11216,2025-07-10,10
PO009692,SUP005,COMP010,11157,2025-05-21,23
PO009693,SUP010,COMP022,647,2025-12-27,5
PO009694,SUP006,COMP011,12240,2025-12-16,20
PO009695,SUP001,COMP004,12415,2025-08-02,11
PO009696,SUP009,COMP027,2501,2025-11-17,13
PO009697,SUP008,COMP030,13510,2025-10-29,21
PO009698,SUP004,COMP012,4892,2025-07-26,25
PO009699,SUP010,COMP026,11773,2025-05-17,22
PO009700,SUP003,COMP034,10154,2025-08-10,9
PO009701,SUP009,COMP040,11151,2025-10-16,21
PO009702,SUP007,COMP033,677,2025-02-22,8
PO009703,SUP007,COMP025,9841,2025-11-10,9
PO009704,SUP001,COMP003,5746,2025-06-09,17
PO009705,SUP007,COMP018,13453,2025-03-28,12
PO009706,SUP010,COMP018,5528,2025-03-14,20
PO009707,SUP003,COMP035,1980,2025-09-21,9
PO009708,SUP003,COMP022,6455,2025-02-12,8
PO009709,SUP007,COMP026,13459,2025-11-01,5
PO009710,SUP008,COMP035,3481,2025-08-13,8
PO009711,SUP010,COMP030,14631,2025-04-05,6
PO009712,SUP004,COMP028,10587,2025-12-20,3
PO009713,SUP009,COMP026,7513,2025-01-10,8
PO009714,SUP003,COMP038,7091,2025-04-28,5
PO009715,SUP007,COMP023,14345,2025-01-25,6
PO009716,SUP003,COMP018,14076,2025-01-31,12
PO009717,SUP001,COMP014,5613,2025-02-19,18
PO009718,SUP007,COMP001,11392,2025-12-11,22
PO009719,SUP008,COMP008,3784,2025-09-13,18
PO009720,SUP008,COMP040,4048,2025-09-24,15
PO009721,SUP005,COMP002,4788,2025-08-27,3
PO009722,SUP005,COMP010,1209,2025-12-05,20
PO009723,SUP007,COMP026,12313,2025-06-02,18
PO009724,SUP009,COMP027,3589,2025-07-06,25
PO009725,SUP010,COMP018,4583,2025-01-08,25
PO009726,SUP002,COMP010,2620,2025-07-18,22
PO009727,SUP005,COMP008,5814,2025-05-05,24
PO009728,SUP006,COMP017,13813,2025-04-12,6
PO009729,SUP009,COMP031,13778,2025-01-07,23
PO009730,SUP006,COMP003,10672,2025-10-09,8
PO009731,SUP003,COMP005,12854,2025-07-28,7
PO009732,SUP006,COMP040,14689,2025-04-24,8
PO009733,SUP003,COMP018,642,2025-12-28,19
PO009734,SUP005,COMP002,11126,2025-09-12,12
PO009735,SUP010,COMP013,9196,2025-05-05,11
PO009736,SUP002,COMP027,2794,2025-05-05,7
PO009737,SUP006,COMP009,8853,2025-09-13,11
PO009738,SUP005,COMP002,2797,2025-10-19,6
PO009739,SUP004,COMP014,2728,2025-03-19,18
PO009740,SUP007,COMP002,14613,2025-04-16,21
PO009741,SUP003,COMP008,9719,2025-02-22,16
PO009742,SUP006,COMP033,12846,2025-01-20,15
PO009743,SUP005,COMP014,10750,2025-09-20,14
PO009744,SUP006,COMP005,2774,2025-11-11,21
PO009745,SUP009,COMP028,7111,2025-12-26,10
PO009746,SUP002,COMP034,11684,2025-01-16,13
PO009747,SUP009,COMP016,13630,2025-01-05,22
PO009748,SUP008,COMP026,10077,2025-01-15,24
PO009749,SUP005,COMP025,3778,2025-06-11,3
PO009750,SUP008,COMP031,4311,2025-02-25,20
PO009751,SUP009,COMP022,10678,2025-05-01,17
PO009752,SUP008,COMP024,4431,2025-04-22,14
PO009753,SUP010,COMP017,10939,2025-01-23,21
PO009754,SUP006,COMP016,13904,2025-04-09,8
PO009755,SUP005,COMP016,3729,2025-06-17,3
PO009756,SUP007,COMP037,12801,2025-09-27,12
PO009757,SUP005,COMP016,4073,2025-09-22,22
PO009758,SUP001,COMP011,5807,2025-05-17,18
PO009759,SUP002,COMP012,8255,2025-10-06,3
PO009760,SUP007,COMP025,4614,2025-06-08,20
PO009761,SUP006,COMP027,13780,2025-09-05,20
PO009762,SUP007,COMP033,10290,2025-03-29,15
PO009763,SUP009,COMP023,12219,2025-06-11,6
PO009764,SUP003,COMP031,13060,2025-01-28,6
PO009765,SUP002,COMP034,12225,2025-04-15,16
PO009766,SUP001,COMP026,4208,2025-09-12,3
PO009767,SUP006,COMP022,5543,2025-07-02,16
PO009768,SUP006,COMP007,5977,2025-05-20,23
PO009769,SUP002,COMP018,3382,2025-04-23,25
PO009770,SUP009,COMP027,1744,2025-06-06,13
PO009771,SUP001,COMP039,5495,2025-03-05,10
PO009772,SUP009,COMP011,3046,2025-07-01,19
PO009773,SUP002,COMP018,12150,2025-01-18,5
PO009774,SUP001,COMP007,11498,2025-03-04,21
PO009775,SUP001,COMP023,1069,2025-12-06,12
PO009776,SUP005,COMP011,11452,2025-10-05,6
PO009777,SUP007,COMP020,5697,2025-09-16,25
PO009778,SUP001,COMP034,2286,2025-01-18,23
PO009779,SUP007,COMP015,5931,2025-07-02,6
PO009780,SUP010,COMP032,13313,2025-03-15,15
PO009781,SUP004,COMP019,12115,2025-05-20,14
PO009782,SUP006,COMP027,6594,2025-10-10,8
PO009783,SUP005,COMP032,7343,2025-10-13,7
PO009784,SUP006,COMP035,14536,2025-05-10,14
PO009785,SUP010,COMP032,2678,2025-03-18,4
PO009786,SUP006,COMP003,2483,2025-12-18,5
PO009787,SUP007,COMP002,867,2025-03-13,16
PO009788,SUP009,COMP020,11551,2025-10-27,16
PO009789,SUP008,COMP030,14883,2025-09-11,16
PO009790,SUP002,COMP038,3396,2025-01-25,7
PO009791,SUP010,COMP030,7082,2025-05-07,17
PO009792,SUP008,COMP022,6188,2025-07-04,24
PO009793,SUP008,COMP040,14519,2025-06-02,10
PO009794,SUP002,COMP039,3603,2025-07-16,15
PO009795,SUP008,COMP006,2000,2025-07-24,8
PO009796,SUP006,COMP013,5993,2025-04-02,7
PO009797,SUP010,COMP015,13007,2025-10-14,15
PO009798,SUP003,COMP037,11155,2025-02-11,20
PO009799,SUP008,COMP038,3792,2025-12-04,23
PO009800,SUP008,COMP022,10434,2025-05-08,23
PO009801,SUP008,COMP009,8335,2025-07-01,6
PO009802,SUP004,COMP005,13273,2025-06-17,19
PO009803,SUP007,COMP010,14637,2025-01-12,18
PO009804,SUP002,COMP014,14490,2025-09-26,21
PO009805,SUP005,COMP031,11413,2025-08-27,24
PO009806,SUP009,COMP022,5406,2025-11-22,23
PO009807,SUP001,COMP029,10090,2025-05-14,14
PO009808,SUP004,COMP040,3976,2025-05-21,5
PO009809,SUP002,COMP012,4076,2025-07-28,12
PO009810,SUP007,COMP012,11096,2025-10-06,13
PO009811,SUP001,COMP025,9894,2025-07-24,17
PO009812,SUP003,COMP001,7008,2025-05-17,17
PO009813,SUP005,COMP001,12160,2025-06-24,14
PO009814,SUP001,COMP015,8294,2025-06-11,3
PO009815,SUP002,COMP027,501,2025-06-15,14
PO009816,SUP008,COMP003,5048,2025-09-03,19
PO009817,SUP008,COMP005,2672,2025-04-29,18
PO009818,SUP003,COMP036,8182,2025-12-29,10
PO009819,SUP006,COMP032,7060,2025-09-23,14
PO009820,SUP007,COMP017,2982,2025-11-16,16
PO009821,SUP006,COMP014,12907,2025-11-13,21
PO009822,SUP010,COMP004,10656,2025-06-10,12
PO009823,SUP008,COMP006,8637,2025-12-20,17
PO009824,SUP005,COMP007,7425,2025-09-27,16
PO009825,SUP008,COMP019,11786,2025-05-23,19
PO009826,SUP010,COMP040,6962,2025-03-02,25
PO009827,SUP006,COMP007,11268,2025-12-01,16
PO009828,SUP001,COMP002,9618,2025-01-07,11
PO009829,SUP005,COMP014,6459,2025-10-02,10
PO009830,SUP006,COMP007,530,2025-01-25,16
PO009831,SUP008,COMP003,13448,2025-08-17,23
PO009832,SUP007,COMP002,4536,2025-12-18,11
PO009833,SUP006,COMP015,818,2025-01-17,23
PO009834,SUP008,COMP013,5100,2025-02-14,14
PO009835,SUP003,COMP031,5026,2025-12-06,7
PO009836,SUP002,COMP010,9305,2025-03-04,10
PO009837,SUP004,COMP004,10479,2025-06-01,10
PO009838,SUP009,COMP004,2462,2025-10-08,4
PO009839,SUP009,COMP032,14824,2025-12-28,14
PO009840,SUP004,COMP030,5370,2025-02-24,8
PO009841,SUP007,COMP002,902,2025-03-24,16
PO009842,SUP008,COMP018,6111,2025-12-17,19
PO009843,SUP007,COMP005,13989,2025-09-25,21
PO009844,SUP005,COMP009,12894,2025-01-16,15
PO009845,SUP003,COMP019,9282,2025-10-01,17
PO009846,SUP009,COMP009,11442,2025-01-16,8
PO009847,SUP009,COMP010,6213,2025-04-10,16
PO009848,SUP006,COMP021,2946,2025-03-21,3
PO009849,SUP006,COMP013,13777,2025-10-03,12
PO009850,SUP009,COMP004,4327,2025-01-05,8
PO009851,SUP006,COMP007,6137,2025-08-27,6
PO009852,SUP007,COMP005,10369,2025-06-23,25
PO009853,SUP005,COMP027,7990,2025-03-19,9
PO009854,SUP010,COMP001,12967,2025-12-03,12
PO009855,SUP005,COMP007,9453,2025-07-07,24
PO009856,SUP001,COMP029,1647,2025-02-09,9
PO009857,SUP009,COMP013,14244,2025-12-01,24
PO009858,SUP006,COMP005,4763,2025-08-12,10
PO009859,SUP006,COMP019,8053,2025-07-24,14
PO009860,SUP009,COMP018,9294,2025-12-22,20
PO009861,SUP006,COMP020,13126,2025-12-29,17
PO009862,SUP007,COMP012,530,2025-08-06,21
PO009863,SUP004,COMP019,13274,2025-09-19,15
PO009864,SUP008,COMP014,7964,2025-01-09,24
PO009865,SUP003,COMP007,12081,2025-11-02,18
PO009866,SUP007,COMP008,8339,2025-05-13,9
PO009867,SUP003,COMP027,5470,2025-02-12,18
PO009868,SUP003,COMP012,6399,2025-07-05,6
PO009869,SUP005,COMP023,9568,2025-09-18,13
PO009870,SUP001,COMP008,9390,2025-04-03,21
PO009871,SUP010,COMP037,752,2025-11-10,5
PO009872,SUP001,COMP007,1418,2025-03-29,15
PO009873,SUP004,COMP038,11649,2025-01-21,3
PO009874,SUP002,COMP039,10044,2025-01-16,17
PO009875,SUP004,COMP037,4958,2025-10-15,20
PO009876,SUP004,COMP020,506,2025-04-19,22
PO009877,SUP001,COMP028,11590,2025-01-01,17
PO009878,SUP008,COMP005,9234,2025-08-25,8
PO009879,SUP010,COMP032,1281,2025-04-08,11
PO009880,SUP006,COMP004,11578,2025-07-10,20
PO009881,SUP009,COMP011,11399,2025-01-23,8
PO009882,SUP005,COMP017,7050,2025-12-10,21
PO009883,SUP005,COMP014,10549,2025-11-20,18
PO009884,SUP005,COMP012,2938,2025-06-16,18
PO009885,SUP008,COMP038,12431,2025-09-19,10
PO009886,SUP001,COMP020,14535,2025-11-26,7
PO009887,SUP002,COMP018,5763,2025-04-15,19
PO009888,SUP003,COMP013,4430,2025-03-28,5
PO009889,SUP004,COMP003,1623,2025-10-31,9
PO009890,SUP009,COMP025,10928,2025-09-21,8
PO009891,SUP003,COMP026,8138,2025-03-30,10
PO009892,SUP006,COMP027,2145,2025-02-02,22
PO009893,SUP005,COMP013,7227,2025-02-20,12
PO009894,SUP008,COMP021,6858,2025-03-12,21
PO009895,SUP008,COMP036,9398,2025-03-18,10
PO009896,SUP006,COMP022,3930,2025-02-06,20
PO009897,SUP005,COMP019,14815,2025-06-07,25
PO009898,SUP007,COMP039,1193,2025-06-03,19
PO009899,SUP009,COMP013,6003,2025-07-20,9
PO009900,SUP005,COMP032,2117,2025-08-09,20
PO009901,SUP009,COMP004,2243,2025-08-30,17
PO009902,SUP002,COMP004,9430,2025-08-10,22
PO009903,SUP007,COMP024,4765,2025-01-21,15
PO009904,SUP006,COMP002,1347,2025-03-16,9
PO009905,SUP006,COMP026,12360,2025-06-05,5
PO009906,SUP005,COMP003,8223,2025-08-21,6
PO009907,SUP005,COMP010,1832,2025-12-30,3
PO009908,SUP006,COMP020,4513,2025-06-19,5
PO009909,SUP004,COMP029,2143,2025-09-17,10
PO009910,SUP005,COMP038,10812,2025-09-09,25
PO009911,SUP010,COMP037,2946,2025-03-20,22
PO009912,SUP002,COMP004,12274,2025-10-07,4
PO009913,SUP008,COMP029,9377,2025-07-10,24
PO009914,SUP009,COMP021,10487,2025-11-18,22
PO009915,SUP002,COMP040,3355,2025-09-21,21
PO009916,SUP003,COMP008,13293,2025-08-25,16
PO009917,SUP010,COMP028,13572,2025-01-30,10
PO009918,SUP009,COMP016,4786,2025-09-09,19
PO009919,SUP007,COMP010,7209,2025-05-21,16
PO009920,SUP002,COMP026,2450,2025-06-19,23
PO009921,SUP001,COMP005,9219,2025-07-30,3
PO009922,SUP006,COMP001,4384,2025-06-17,4
PO009923,SUP010,COMP001,11243,2025-09-13,20
PO009924,SUP007,COMP005,14345,2025-02-19,25
PO009925,SUP005,COMP002,11726,2025-08-26,16
PO009926,SUP008,COMP002,4291,2025-06-04,24
PO009927,SUP008,COMP002,1058,2025-09-17,7
PO009928,SUP007,COMP013,8418,2025-06-03,24
PO009929,SUP007,COMP019,6646,2025-03-19,7
PO009930,SUP006,COMP003,11013,2025-08-18,11
PO009931,SUP008,COMP028,3250,2025-02-17,21
PO009932,SUP009,COMP037,12581,2025-05-05,20
PO009933,SUP004,COMP021,9846,2025-04-28,3
PO009934,SUP002,COMP026,8807,2025-05-11,21
PO009935,SUP008,COMP004,7732,2025-02-03,21
PO009936,SUP010,COMP009,6423,2025-09-05,13
PO009937,SUP002,COMP007,8001,2025-02-09,11
PO009938,SUP005,COMP002,14809,2025-04-09,12
PO009939,SUP003,COMP035,13843,2025-08-22,13
PO009940,SUP007,COMP029,3799,2025-12-22,6
PO009941,SUP002,COMP004,2546,2025-08-27,15
PO009942,SUP007,COMP001,14387,2025-04-04,17
PO009943,SUP010,COMP006,11667,2025-03-09,16
PO009944,SUP002,COMP023,5039,2025-01-19,22
PO009945,SUP009,COMP024,7066,2025-11-05,5
PO009946,SUP001,COMP015,10164,2025-04-14,12
PO009947,SUP009,COMP008,1447,2025-01-31,10
PO009948,SUP004,COMP020,10974,2025-06-24,9
PO009949,SUP010,COMP013,2312,2025-11-22,18
PO009950,SUP005,COMP009,2866,2025-02-17,16
PO009951,SUP006,COMP038,8708,2025-02-19,5
PO009952,SUP006,COMP031,13219,2025-10-17,5
PO009953,SUP004,COMP025,14160,2025-12-12,17
PO009954,SUP009,COMP039,6097,2025-05-07,17
PO009955,SUP010,COMP010,9363,2025-01-31,15
PO009956,SUP004,COMP040,6761,2025-12-09,20
PO009957,SUP003,COMP017,9052,2025-02-08,18
PO009958,SUP003,COMP040,8573,2025-02-23,9
PO009959,SUP002,COMP006,11651,2025-06-17,19
PO009960,SUP003,COMP021,1317,2025-10-03,12
PO009961,SUP004,COMP018,11400,2025-04-05,5
PO009962,SUP002,COMP011,2052,2025-12-21,20
PO009963,SUP003,COMP035,9102,2025-03-28,21
PO009964,SUP002,COMP017,6230,2025-06-09,17
PO009965,SUP001,COMP021,5126,2025-05-08,9
PO009966,SUP003,COMP006,3020,2025-06-14,21
PO009967,SUP006,COMP019,3650,2025-03-14,25
PO009968,SUP005,COMP019,12103,2025-04-21,22
PO009969,SUP003,COMP012,1476,2025-08-27,19
PO009970,SUP002,COMP002,5912,2025-01-16,20
PO009971,SUP010,COMP036,11851,2025-12-06,22
PO009972,SUP005,COMP004,12693,2025-10-04,25
PO009973,SUP002,COMP026,10789,2025-08-25,8
PO009974,SUP004,COMP014,7084,2025-10-27,10
PO009975,SUP006,COMP007,12588,2025-01-23,17
PO009976,SUP004,COMP033,6627,2025-02-02,13
PO009977,SUP004,COMP019,10796,2025-04-19,14
PO009978,SUP007,COMP031,13383,2025-10-31,12
PO009979,SUP002,COMP023,5214,2025-12-10,3
PO009980,SUP010,COMP020,7363,2025-02-18,17
PO009981,SUP005,COMP024,5728,2025-07-29,9
PO009982,SUP008,COMP036,12997,2025-01-20,6
PO009983,SUP009,COMP032,2093,2025-06-16,5
PO009984,SUP004,COMP001,586,2025-07-22,9
PO009985,SUP005,COMP003,10200,2025-08-03,6
PO009986,SUP003,COMP038,9892,2025-03-26,15
PO009987,SUP003,COMP015,13015,2025-07-18,6
PO009988,SUP009,COMP008,6493,2025-08-13,21
PO009989,SUP008,COMP029,7161,2025-05-28,7
PO009990,SUP004,COMP030,9192,2025-09-14,13
PO009991,SUP001,COMP029,9730,2025-12-28,3
PO009992,SUP005,COMP030,6628,2025-06-28,8
PO009993,SUP004,COMP001,13294,2025-05-05,9
PO009994,SUP006,COMP002,2226,2025-04-02,10
PO009995,SUP003,COMP037,592,2025-01-26,6
PO009996,SUP002,COMP011,13718,2025-05-17,22
PO009997,SUP004,COMP018,2239,2025-11-19,14
PO009998,SUP009,COMP010,2778,2025-02-12,8
PO009999,SUP002,COMP024,1745,2025-02-22,4
PO010000,SUP009,COMP035,13895,2025-01-01,25
PO010001,SUP010,COMP035,9764,2025-06-25,4
PO010002,SUP007,COMP027,13637,2025-07-10,22
PO010003,SUP004,COMP022,6983,2025-02-18,25
PO010004,SUP005,COMP004,899,2025-10-08,6
PO010005,SUP005,COMP023,2612,2025-11-25,20
PO010006,SUP007,COMP001,7093,2025-10-02,21
PO010007,SUP003,COMP006,8421,2025-06-07,11
PO010008,SUP008,COMP002,8378,2025-05-09,22
PO010009,SUP006,COMP012,2774,2025-06-01,22
PO010010,SUP010,COMP017,11325,2025-11-07,23
PO010011,SUP009,COMP038,7755,2025-07-24,10
PO010012,SUP010,COMP008,6698,2025-01-16,4
PO010013,SUP008,COMP026,9819,2025-05-28,5
PO010014,SUP007,COMP021,11626,2025-10-13,17
PO010015,SUP001,COMP005,6206,2025-03-06,22
PO010016,SUP006,COMP004,12905,2025-08-02,10
PO010017,SUP006,COMP020,2305,2025-11-21,25
PO010018,SUP007,COMP029,9114,2025-11-19,13
PO010019,SUP004,COMP002,5034,2025-06-05,13
PO010020,SUP007,COMP030,13240,2025-06-26,23
PO010021,SUP010,COMP033,11667,2025-02-02,20
PO010022,SUP007,COMP016,14280,2025-03-11,23
PO010023,SUP005,COMP014,3757,2025-06-13,3
PO010024,SUP009,COMP023,1971,2025-02-28,7
PO010025,SUP008,COMP017,8892,2025-11-30,25
PO010026,SUP002,COMP025,2836,2025-08-04,22
PO010027,SUP009,COMP024,3342,2025-01-13,13
PO010028,SUP007,COMP027,613,2025-06-20,25
PO010029,SUP010,COMP037,9857,2025-04-10,7
PO010030,SUP002,COMP037,8068,2025-05-20,15
PO010031,SUP006,COMP026,3885,2025-11-20,19
PO010032,SUP003,COMP024,7199,2025-11-03,4
PO010033,SUP003,COMP034,7771,2025-11-23,15
PO010034,SUP002,COMP040,7692,2025-07-31,20
PO010035,SUP002,COMP015,8797,2025-10-16,6
PO010036,SUP001,COMP009,11100,2025-01-21,20
PO010037,SUP008,COMP020,1033,2025-03-31,20
PO010038,SUP010,COMP038,4308,2025-08-03,13
PO010039,SUP001,COMP003,12566,2025-12-08,10
PO010040,SUP002,COMP040,844,2025-09-30,13
PO010041,SUP008,COMP036,14553,2025-10-12,8
PO010042,SUP006,COMP034,4941,2025-03-14,8
PO010043,SUP001,COMP033,10995,2025-07-13,14
PO010044,SUP003,COMP004,7939,2025-09-13,12
PO010045,SUP009,COMP025,1291,2025-04-03,14
PO010046,SUP007,COMP015,8283,2025-09-18,5
PO010047,SUP002,COMP025,10141,2025-01-28,24
PO010048,SUP010,COMP029,2939,2025-08-15,10
PO010049,SUP003,COMP033,6575,2025-07-10,18
PO010050,SUP008,COMP038,14866,2025-09-01,11
PO010051,SUP009,COMP017,12728,2025-01-01,19
PO010052,SUP006,COMP011,12795,2025-04-03,19
PO010053,SUP007,COMP006,10355,2025-09-28,7
PO010054,SUP008,COMP010,7194,2025-01-04,15
PO010055,SUP006,COMP031,7604,2025-09-18,8
PO010056,SUP010,COMP039,13047,2025-08-12,18
PO010057,SUP003,COMP034,3418,2025-06-07,6
PO010058,SUP010,COMP030,8714,2025-07-26,19
PO010059,SUP001,COMP017,3260,2025-09-27,20
PO010060,SUP008,COMP033,11673,2025-11-02,8
PO010061,SUP006,COMP037,9100,2025-07-22,17
PO010062,SUP003,COMP019,2494,2025-11-07,14
PO010063,SUP005,COMP008,10740,2025-07-06,18
PO010064,SUP002,COMP031,7644,2025-03-29,15
PO010065,SUP010,COMP025,8082,2025-03-31,20
PO010066,SUP010,COMP009,6392,2025-09-06,16
PO010067,SUP006,COMP022,14500,2025-06-22,5
PO010068,SUP005,COMP028,6414,2025-11-07,21
PO010069,SUP009,COMP015,1567,2025-05-18,9
PO010070,SUP001,COMP039,10238,2025-06-26,10
PO010071,SUP003,COMP007,9373,2025-10-23,10
PO010072,SUP002,COMP024,11747,2025-05-08,4
PO010073,SUP006,COMP033,12324,2025-07-14,14
PO010074,SUP005,COMP035,3919,2025-04-29,24
PO010075,SUP009,COMP036,1228,2025-08-06,18
PO010076,SUP002,COMP039,2199,2025-09-10,12
PO010077,SUP003,COMP024,1849,2025-09-20,24
PO010078,SUP007,COMP040,8139,2025-06-18,24
PO010079,SUP007,COMP025,11447,2025-08-31,6
PO010080,SUP008,COMP024,14697,2025-03-06,12
PO010081,SUP001,COMP040,7985,2025-12-25,14
PO010082,SUP009,COMP025,2270,2025-05-07,23
PO010083,SUP010,COMP015,4982,2025-08-29,11
PO010084,SUP010,COMP024,13925,2025-01-22,4
PO010085,SUP005,COMP020,14642,2025-02-02,20
PO010086,SUP006,COMP004,658,2025-08-08,4
PO010087,SUP004,COMP001,8669,2025-12-02,25
PO010088,SUP010,COMP034,5532,2025-05-03,15
PO010089,SUP004,COMP018,9121,2025-07-24,5
PO010090,SUP006,COMP028,5741,2025-10-07,19
PO010091,SUP008,COMP039,13792,2025-04-09,12
PO010092,SUP001,COMP017,9577,2025-07-21,22
PO010093,SUP004,COMP035,12138,2025-05-16,5
PO010094,SUP004,COMP031,769,2025-08-15,19
PO010095,SUP008,COMP002,4250,2025-12-04,9
PO010096,SUP001,COMP006,5081,2025-02-03,6
PO010097,SUP009,COMP010,6849,2025-11-20,4
PO010098,SUP007,COMP003,13247,2025-07-18,19
PO010099,SUP003,COMP006,8262,2025-11-14,17
PO010100,SUP007,COMP018,14162,2025-11-26,15
PO010101,SUP008,COMP002,13178,2025-06-25,18
PO010102,SUP005,COMP011,502,2025-06-26,4
PO010103,SUP001,COMP035,1115,2025-01-05,4
PO010104,SUP002,COMP034,11214,2025-03-19,16
PO010105,SUP001,COMP026,3532,2025-02-01,6
PO010106,SUP002,COMP040,10384,2025-01-05,15
PO010107,SUP009,COMP036,8365,2025-01-03,22
PO010108,SUP001,COMP038,1387,2025-06-07,8
PO010109,SUP004,COMP010,7197,2025-11-23,16
PO010110,SUP004,COMP018,6220,2025-07-25,12
PO010111,SUP006,COMP003,10899,2025-11-17,11
PO010112,SUP001,COMP031,10196,2025-12-15,12
PO010113,SUP003,COMP023,14383,2025-11-03,7
PO010114,SUP003,COMP001,3228,2025-02-02,10
PO010115,SUP010,COMP021,13332,2025-03-08,3
PO010116,SUP008,COMP027,4792,2025-12-15,10
PO010117,SUP006,COMP037,4042,2025-03-19,14
PO010118,SUP007,COMP008,11057,2025-09-18,9
PO010119,SUP008,COMP003,2536,2025-06-25,17
PO010120,SUP008,COMP020,5593,2025-02-13,23
PO010121,SUP007,COMP028,2992,2025-03-01,12
PO010122,SUP006,COMP037,8930,2025-06-06,24
PO010123,SUP009,COMP018,8361,2025-11-27,5
PO010124,SUP007,COMP037,11843,2025-04-25,16
PO010125,SUP002,COMP032,11583,2025-06-14,15
PO010126,SUP009,COMP011,11508,2025-11-22,15
PO010127,SUP009,COMP005,14898,2025-05-13,24
PO010128,SUP002,COMP024,5880,2025-12-04,3
PO010129,SUP002,COMP019,5993,2025-08-22,3
PO010130,SUP001,COMP019,11551,2025-01-09,6
PO010131,SUP008,COMP013,11000,2025-04-27,17
PO010132,SUP006,COMP038,1984,2025-02-22,23
PO010133,SUP003,COMP034,10752,2025-08-04,25
PO010134,SUP002,COMP015,2460,2025-09-25,19
PO010135,SUP004,COMP040,6056,2025-06-18,17
PO010136,SUP001,COMP006,7380,2025-01-15,6
PO010137,SUP007,COMP006,11324,2025-11-09,22
PO010138,SUP006,COMP037,5368,2025-03-28,14
PO010139,SUP004,COMP021,12819,2025-03-12,14
PO010140,SUP004,COMP029,724,2025-11-10,12
PO010141,SUP003,COMP002,14137,2025-12-29,15
PO010142,SUP006,COMP040,14074,2025-10-27,21
PO010143,SUP006,COMP018,5002,2025-01-02,20
PO010144,SUP001,COMP038,10034,2025-06-12,20
PO010145,SUP010,COMP010,11224,2025-12-06,19
PO010146,SUP003,COMP008,11063,2025-06-21,12
PO010147,SUP010,COMP028,3597,2025-01-06,19
PO010148,SUP004,COMP039,11913,2025-12-22,18
PO010149,SUP008,COMP009,11266,2025-06-23,6
PO010150,SUP009,COMP033,4248,2025-04-10,20
PO010151,SUP010,COMP022,4495,2025-06-04,21
PO010152,SUP002,COMP003,3422,2025-07-18,10
PO010153,SUP010,COMP035,12586,2025-08-02,12
PO010154,SUP010,COMP015,6531,2025-05-31,11
PO010155,SUP010,COMP040,11095,2025-09-06,3
PO010156,SUP008,COMP022,14644,2025-06-13,12
PO010157,SUP006,COMP013,9238,2025-10-07,8
PO010158,SUP003,COMP016,11107,2025-05-20,3
PO010159,SUP010,COMP008,7805,2025-01-18,19
PO010160,SUP010,COMP021,8450,2025-06-06,9
PO010161,SUP009,COMP010,7512,2025-09-12,19
PO010162,SUP003,COMP036,3105,2025-08-14,14
PO010163,SUP010,COMP034,7911,2025-07-12,19
PO010164,SUP001,COMP030,9922,2025-10-11,5
PO010165,SUP001,COMP023,2497,2025-12-21,10
